state	year	county	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	cd	ld	sd
"MT"	2006	"Beaverhead"	"1"	219	184	403	168	237	405				155	239	394	1	72	36
"MT"	2006	"Beaverhead"	"2"	133	362	495	98	398	496				109	399	508	1	72	36
"MT"	2006	"Beaverhead"	"3"	155	353	508	117	396	513				97	410	507	1	72	36
"MT"	2006	"Beaverhead"	"4"	45	105	150	26	128	154				33	119	152	1	72	36
"MT"	2006	"Beaverhead"	"5"	10	90	100	10	95	105				9	96	105	1	72	36
"MT"	2006	"Beaverhead"	"6"	163	230	393	119	288	407				92	305	397	1	72	36
"MT"	2006	"Beaverhead"	"7"	65	195	260	43	216	259				45	215	260	1	72	36
"MT"	2006	"Beaverhead"	"8"	13	52	65	7	56	63				9	57	66	1	72	36
"MT"	2006	"Beaverhead"	"9"	111	243	354	88	277	365				82	271	353	1	72	36
"MT"	2006	"Beaverhead"	"12"	212	241	453	150	310	460				148	298	446	1	72	36
"MT"	2006	"Beaverhead"	"14"	145	180	325	122	207	329				104	232	336	1	72	36
"MT"	2006	"Beaverhead"	"17"	18	56	74	16	57	73				16	63	79	1	72	36
"MT"	2006	"Beaverhead"	"19"	21	54	75	12	61	73				16	57	73	1	72	36
"MT"	2006	"Beaverhead"	"20"	7	60	67	6	61	67				4	63	67	1	72	36
"MT"	2006	"Beaverhead"	"21"	25	89	114	16	96	112				19	92	111	1	72	36
"MT"	2006	"Beaverhead"	"23"	35	61	96	27	71	98				21	75	96	1	72	36
"MT"	2006	"Big Horn"	"3E"	11	34	45	10	35	45				7	40	47	1	41	21
"MT"	2006	"Big Horn"	"4E"	31	60	91	35	55	90				26	66	92	1	41	21
"MT"	2006	"Big Horn"	"5"	193	48	241	182	52	234				192	49	241	1	41	21
"MT"	2006	"Big Horn"	"6"	18	46	64	11	54	65				13	51	64	1	41	21
"MT"	2006	"Big Horn"	"10"	13	37	50	8	42	50				6	46	52	1	41	21
"MT"	2006	"Big Horn"	"14"	163	61	224	170	56	226				193	36	229	1	41	21
"MT"	2006	"Big Horn"	"19"	220	187	407	164	247	411				161	251	412	1	41	21
"MT"	2006	"Big Horn"	"25"	36	16	52	33	18	51				33	18	51	1	41	21
"MT"	2006	"Big Horn"	"26"	236	73	309	219	89	308				240	73	313	1	41	21
"MT"	2006	"Big Horn"	"1"	93	99	192	66	128	194				133		133	1	42	21
"MT"	2006	"Big Horn"	"2"	56	57	113	49	63	112				87		87	1	42	21
"MT"	2006	"Big Horn"	"3"	17	52	69	19	54	73				38		38	1	42	21
"MT"	2006	"Big Horn"	"4"	41	77	118	27	96	123				78		78	1	42	21
"MT"	2006	"Big Horn"	"7"	735	96	831	713	121	834				809		809	1	42	21
"MT"	2006	"Big Horn"	"8"	55	53	108	52	58	110				69		69	1	42	21
"MT"	2006	"Big Horn"	"9"	161	40	201	158	36	194				187		187	1	42	21
"MT"	2006	"Big Horn"	"15"	273	50	323	242	83	325				313		313	1	42	21
"MT"	2006	"Big Horn"	"17"	200	202	402	184	221	405				302		302	1	42	21
"MT"	2006	"Big Horn"	"18"	144	160	304	112	192	304				207		207	1	42	21
"MT"	2006	"Big Horn"	"21"	340	108	448	342	103	445				392		392	1	42	21
"MT"	2006	"Blaine"	"3"	278	77	355	270	83	353				354		354	1	32	16
"MT"	2006	"Blaine"	"9"	98	15	113	84	28	112				110		110	1	32	16
"MT"	2006	"Blaine"	"10"	107	245	352	72	283	355				184		184	1	32	16
"MT"	2006	"Blaine"	"15"	276	50	326	246	79	325				330		330	1	32	16
"MT"	2006	"Blaine"	"17"	12	75	87	9	80	89				32		32	1	32	16
"MT"	2006	"Blaine"	"20"	71	23	94	56	35	91				91		91	1	32	16
"MT"	2006	"Blaine"	"1"	52	139	191	34	159	193	104	79	183	144		144	1	34	17
"MT"	2006	"Blaine"	"8"	218	182	400	177	232	409	314	92	406	340		340	1	34	17
"MT"	2006	"Blaine"	"11"	106	167	273	72	207	279	152	128	280	238		238	1	34	17
"MT"	2006	"Blaine"	"12"	154	185	339	113	231	344	197	146	343	288		288	1	34	17
"MT"	2006	"Blaine"	"13"	25	71	96	20	76	96	46	49	95	72		72	1	34	17
"MT"	2006	"Broadwater"	"1"	179	294	473	138	350	488				212	269	481	1	68	34
"MT"	2006	"Broadwater"	"7"	182	269	451	136	326	462				220	244	464	1	68	34
"MT"	2006	"Broadwater"	"12"	228	287	515	172	355	527				295	233	528	1	68	34
"MT"	2006	"Broadwater"	"13"	101	279	380	83	296	379				133	249	382	1	68	34
"MT"	2006	"Broadwater"	"11"	152	345	497	90	407	497	104	370	474	164	314	478	1	83	42
"MT"	2006	"Carbon"	"1"	152	195	347	127	224	351	158	191	349	128	208	336	1	57	29
"MT"	2006	"Carbon"	"2"	114	146	260	92	176	268	112	147	259	114	140	254	1	59	30
"MT"	2006	"Carbon"	"3"	108	201	309	94	224	318	116	200	316	112	195	307	1	59	30
"MT"	2006	"Carbon"	"4"	140	136	276	110	169	279	162	121	283	149	120	269	1	59	30
"MT"	2006	"Carbon"	"5"	98	202	300	78	233	311	103	202	305	88	204	292	1	59	30
"MT"	2006	"Carbon"	"6"	119	138	257	73	186	259	112	147	259	89	163	252	1	59	30
"MT"	2006	"Carbon"	"7"	144	233	377	114	264	378	154	224	378	153	215	368	1	59	30
"MT"	2006	"Carbon"	"8"	249	146	395	203	205	408	264	138	402	258	147	405	1	59	30
"MT"	2006	"Carbon"	"9"	240	112	352	205	148	353	244	110	354	249	102	351	1	59	30
"MT"	2006	"Carbon"	"10"	212	126	338	174	170	344	207	137	344	208	136	344	1	59	30
"MT"	2006	"Carbon"	"11"	354	334	688	288	401	689	400	293	693	404	291	695	1	59	30
"MT"	2006	"Carbon"	"12"	48	83	131	38	97	135	48	92	140	38	98	136	1	59	30
"MT"	2006	"Carbon"	"14"	54	109	163	43	124	167	47	116	163	57	102	159	1	59	30
"MT"	2006	"Carbon"	"15"	133	187	320	104	218	322	132	191	323	110	204	314	1	59	30
"MT"	2006	"Carbon"	"16"	74	123	197	55	144	199	77	123	200	80	117	197	1	59	30
"MT"	2006	"Carbon"	"13"	19	48	67	13	56	69	24	43	67		53	53	1	60	30
"MT"	2006	"Carter"	"1"	5	96	101	0	100	100		93	93	12	89	101	1	39	20
"MT"	2006	"Carter"	"3"	2	37	39	4	37	41		35	35	8	32	40	1	39	20
"MT"	2006	"Carter"	"13"	53	142	195	39	161	200		161	161	51	150	201	1	39	20
"MT"	2006	"Carter"	"14"	38	279	317	30	289	319		275	275	43	279	322	1	39	20
"MT"	2006	"Cascade"	"18A"	433	588	1021	306	715	1021				395	617	1012	1	18	9
"MT"	2006	"Cascade"	"18B"	540	935	1475	378	1088	1466				497	941	1438	1	18	9
"MT"	2006	"Cascade"	"18C"	477	697	1174	370	801	1171				455	703	1158	1	18	9
"MT"	2006	"Cascade"	"18D"	97	93	190	68	121	189				84	94	178	1	18	9
"MT"	2006	"Cascade"	"18E"	63	110	173	46	126	172				62	99	161	1	18	9
"MT"	2006	"Cascade"	"18F"	113	173	286	85	200	285				97	176	273	1	18	9
"MT"	2006	"Cascade"	"18G"	127	187	314	118	206	324				134	182	316	1	18	9
"MT"	2006	"Cascade"	"19A"	69	105	174	52	121	173				81	88	169	1	19	10
"MT"	2006	"Cascade"	"19B"	302	373	675	225	444	669				307	364	671	1	19	10
"MT"	2006	"Cascade"	"19C"	105	153	258	87	175	262				108	150	258	1	19	10
"MT"	2006	"Cascade"	"19D"	488	457	945	396	552	948				518	419	937	1	19	10
"MT"	2006	"Cascade"	"19E"	292	340	632	210	431	641				297	329	626	1	19	10
"MT"	2006	"Cascade"	"19F"	386	468	854	284	571	855				369	500	869	1	19	10
"MT"	2006	"Cascade"	"19G"	138	238	376	110	266	376				155	224	379	1	19	10
"MT"	2006	"Cascade"	"20A"	588	497	1085	438	653	1091				564	486	1050	1	20	10
"MT"	2006	"Cascade"	"20B"	549	429	978	442	539	981				550	388	938	1	20	10
"MT"	2006	"Cascade"	"20C"	532	648	1180	398	789	1187				483	644	1127	1	20	10
"MT"	2006	"Cascade"	"21A"	433	310	743	347	401	748	504		504	446	252	698	1	18	9
"MT"	2006	"Cascade"	"21B"	775	687	1462	604	872	1476	1020		1020	821	580	1401	1	18	9
"MT"	2006	"Cascade"	"21C"	607	625	1232	472	765	1237	882		882	613	514	1127	1	18	9
"MT"	2006	"Cascade"	"22A"	385	248	633	310	326	636	419		419	375	199	574	1	22	11
"MT"	2006	"Cascade"	"22B"	564	436	1000	444	549	993	638		638	553	404	957	1	22	11
"MT"	2006	"Cascade"	"22C"	688	546	1234	503	737	1240	828		828	715	481	1196	1	22	11
"MT"	2006	"Cascade"	"23A"	489	293	782	380	393	773	507	260	767	519		519	1	23	12
"MT"	2006	"Cascade"	"23B"	522	405	927	427	501	928	551	368	919	620		620	1	23	12
"MT"	2006	"Cascade"	"23C"	615	463	1078	476	601	1077	608	462	1070	712		712	1	23	12
"MT"	2006	"Cascade"	"24A"	192	355	547	148	403	551	199	343	542	236	290	526	1	24	12
"MT"	2006	"Cascade"	"24B"	476	382	858	371	494	865	489	367	856	537	298	835	1	24	12
"MT"	2006	"Cascade"	"24C"	216	148	364	163	203	366	232	137	369	229	108	337	1	24	12
"MT"	2006	"Cascade"	"25A"	459	450	909	346	567	913	731		731	573	298	871	1	25	13
"MT"	2006	"Cascade"	"25B"	763	651	1414	566	850	1416	1159		1159	998	353	1351	1	25	13
"MT"	2006	"Cascade"	"25C"	712	672	1384	518	883	1401	1129		1129	945	405	1350	1	25	13
"MT"	2006	"Cascade"	"25D"	200	233	433	149	280	429	315		315	241	161	402	1	25	13
"MT"	2006	"Cascade"	"26A"	440	246	686	352	335	687	593		593	436	259	695	1	26	13
"MT"	2006	"Cascade"	"26B"	619	434	1053	494	566	1060	866		866	630	429	1059	1	26	13
"MT"	2006	"Cascade"	"26C"	127	152	279	106	174	280	230		230	163	117	280	1	26	13
"MT"	2006	"Cascade"	"26D"	279	303	582	203	387	590	453		453	288	289	577	1	26	13
"MT"	2006	"Cascade"	"26E"	208	320	528	148	378	526	379		379	226	297	523	1	26	13
"MT"	2006	"Chouteau"	"1"	201	139	340	119	222	341	147	177	324	161	159	320	1	28	14
"MT"	2006	"Chouteau"	"2"	142	167	309	84	229	313	104	182	286	123	165	288	1	28	14
"MT"	2006	"Chouteau"	"3"	183	142	325	116	207	323	142	155	297	165	139	304	1	28	14
"MT"	2006	"Chouteau"	"4"	53	98	151	38	113	151	49	90	139	48	90	138	1	28	14
"MT"	2006	"Chouteau"	"5"	42	67	109	20	89	109	21	81	102	26	79	105	1	28	14
"MT"	2006	"Chouteau"	"7"	40	66	106	25	84	109	32	66	98	32	67	99	1	28	14
"MT"	2006	"Chouteau"	"8"	248	212	460	136	324	460	189	254	443	179	264	443	1	28	14
"MT"	2006	"Chouteau"	"6"	89	185	274	58	215	273	69	192	261	80	183	263	1	29	15
"MT"	2006	"Chouteau"	"9"	71	87	158	35	126	161	45	107	152	42	116	158	1	29	15
"MT"	2006	"Chouteau"	"10"	75	93	168	35	133	168	46	106	152	61	101	162	1	29	15
"MT"	2006	"Chouteau"	"11"	70	84	154	42	116	158	49	106	155	68	85	153	1	29	15
"MT"	2006	"Chouteau"	"12"	74	5	79	65	12	77			0	68		68	1	32	16
"MT"	2006	"Custer"	"6"	147	199	346	110	236	346		260	260	127	209	336	1	39	20
"MT"	2006	"Custer"	"9"	7	8	15	3	12	15		11	11	6	9	15	1	39	20
"MT"	2006	"Custer"	"10"	7	30	37	4	33	37		30	30	7	31	38	1	39	20
"MT"	2006	"Custer"	"11"	2	27	29	3	26	29		26	26	2	26	28	1	39	20
"MT"	2006	"Custer"	"12"	3	26	29	3	28	31		26	26	3	27	30	1	39	20
"MT"	2006	"Custer"	"13"	6	41	47	3	49	52		46	46	1	47	48	1	39	20
"MT"	2006	"Custer"	"14"	2	25	27	0	27	27		22	22	2	24	26	1	39	20
"MT"	2006	"Custer"	"1"	413	335	748	322	426	748		540	540	451	306	757	1	40	20
"MT"	2006	"Custer"	"2"	375	489	864	309	573	882		671	671	440	443	883	1	40	20
"MT"	2006	"Custer"	"3"	453	577	1030	356	695	1051		794	794	519	528	1047	1	40	20
"MT"	2006	"Custer"	"4"	411	429	840	321	532	853		680	680	474	381	855	1	40	20
"MT"	2006	"Custer"	"8"	16	64	80	13	69	82				53	17	70	1	43	22
"MT"	2006	"Custer"	"5"	70	152	222	54	168	222	79	138	217	62	150	212	1	45	23
"MT"	2006	"Custer"	"7"	79	179	258	68	194	262	79	174	253	71	171	242	1	45	23
"MT"	2006	"Daniels"	"2"	79	75	154	47	105	152				82	74	156	1	36	18
"MT"	2006	"Daniels"	"3"	62	143	205	36	163	199				68	138	206	1	36	18
"MT"	2006	"Daniels"	"4"	45	76	121	33	89	122				41	80	121	1	36	18
"MT"	2006	"Daniels"	"5"	113	168	281	67	217	284				136	156	292	1	36	18
"MT"	2006	"Daniels"	"6"	125	132	257	89	168	257				153	110	263	1	36	18
"MT"	2006	"Dawson"	"5"	75	158	233	64	178	242					189	189	1	37	19
"MT"	2006	"Dawson"	"6A"	10	25	35	8	27	35					28	28	1	37	19
"MT"	2006	"Dawson"	"7"	12	43	55	9	49	58					48	48	1	37	19
"MT"	2006	"Dawson"	"1"	114	177	291	92	200	292				127	166	293	1	38	19
"MT"	2006	"Dawson"	"2"	259	247	506	206	299	505				257	257	514	1	38	19
"MT"	2006	"Dawson"	"3"	307	424	731	231	505	736				311	431	742	1	38	19
"MT"	2006	"Dawson"	"4"	202	190	392	148	251	399				193	210	403	1	38	19
"MT"	2006	"Dawson"	"6B"	7	21	28	3	27	30				10	19	29	1	38	19
"MT"	2006	"Dawson"	"8"	176	245	421	137	284	421				186	271	457	1	38	19
"MT"	2006	"Dawson"	"10"	363	593	956	283	676	959				434	686	1120	1	38	19
"MT"	2006	"Dawson"	"6C"	11	23	34	7	30	37		32	32				1	39	20
"MT"	2006	"Dawson"	"9"	61	108	169	40	128	168		126	126				1	39	20
"MT"	2006	"Deer Lodge"	"1A"	294	85	379	232	149	381				331		331	1	85	43
"MT"	2006	"Deer Lodge"	"01A"	81	39	120	66	56	122				92		92	1	85	43
"MT"	2006	"Deer Lodge"	"2A"	0	2	2	0	2	2				0		0	1	85	43
"MT"	2006	"Deer Lodge"	"3A"	13	1	14	10	5	15				13		13	1	85	43
"MT"	2006	"Deer Lodge"	"4A"	21	9	30	21	11	32				28		28	1	85	43
"MT"	2006	"Deer Lodge"	"5-A"	21	7	28	13	16	29				27		27	1	85	43
"MT"	2006	"Deer Lodge"	"6A"	10	5	15	6	9	15				11		11	1	85	43
"MT"	2006	"Deer Lodge"	"7A"	88	31	119	75	49	124				98		98	1	85	43
"MT"	2006	"Deer Lodge"	"8"	217	84	301	186	114	300				254		254	1	85	43
"MT"	2006	"Deer Lodge"	"9"	140	106	246	112	139	251				212		212	1	85	43
"MT"	2006	"Deer Lodge"	"1"	290	110	400	238	170	408				289		289	1	86	43
"MT"	2006	"Deer Lodge"	"2"	302	131	433	248	183	431				329		329	1	86	43
"MT"	2006	"Deer Lodge"	"3"	495	123	618	392	229	621				504		504	1	86	43
"MT"	2006	"Deer Lodge"	"4"	328	76	404	257	147	404				339		339	1	86	43
"MT"	2006	"Deer Lodge"	"5"	234	66	300	198	104	302				256		256	1	86	43
"MT"	2006	"Deer Lodge"	"6"	403	87	490	338	157	495				416		416	1	86	43
"MT"	2006	"Deer Lodge"	"7"	67	18	85	57	27	84				81		81	1	86	43
"MT"	2006	"Deer Lodge"	"10"	12	22	34	11	27	38				24		24	1	86	43
"MT"	2006	"Fallon"	"1"	110	236	346	60	272	332		274	274	92	232	324	1	39	20
"MT"	2006	"Fallon"	"2"	93	259	352	72	281	353		289	289	100	244	344	1	39	20
"MT"	2006	"Fallon"	"3"	70	208	278	38	238	276		223	223	62	199	261	1	39	20
"MT"	2006	"Fallon"	"4"	49	156	205	33	179	212		165	165	42	158	200	1	39	20
"MT"	2006	"Fallon"	"7"	15	65	80	13	68	81		65	65	15	65	80	1	39	20
"MT"	2006	"Fallon"	"8"	10	27	37	6	32	38		32	32	7	30	37	1	39	20
"MT"	2006	"Fergus"	"3"	200	404	604	145	466	611	182	432	614	216	381	597	1	29	15
"MT"	2006	"Fergus"	"4"	86	208	294	61	240	301	80	218	298	143	147	290	1	29	15
"MT"	2006	"Fergus"	"6"	185	223	408	151	264	415	162	258	420	227	182	409	1	29	15
"MT"	2006	"Fergus"	"7"	123	202	325	84	246	330	106	225	331	136	191	327	1	29	15
"MT"	2006	"Fergus"	"8"	120	204	324	82	251	333	108	227	335	154	179	333	1	29	15
"MT"	2006	"Fergus"	"16"	73	221	294	39	258	297	49	249	298	48	236	284	1	29	15
"MT"	2006	"Fergus"	"18"	34	69	103	20	84	104	36	69	105	31	72	103	1	29	15
"MT"	2006	"Fergus"	"2"	160	282	442	127	332	459	138	321	459	157	286	443	1	30	15
"MT"	2006	"Fergus"	"5"	77	220	297	52	250	302	93	208	301	105	186	291	1	30	15
"MT"	2006	"Fergus"	"9"	141	189	330	102	235	337	131	211	342	131	190	321	1	30	15
"MT"	2006	"Fergus"	"10"	149	182	331	118	215	333	139	198	337	158	169	327	1	30	15
"MT"	2006	"Fergus"	"11"	176	208	384	122	266	388	152	242	394	154	217	371	1	30	15
"MT"	2006	"Fergus"	"13"	162	254	416	106	316	422	134	291	425	161	242	403	1	30	15
"MT"	2006	"Fergus"	"14"	124	193	317	87	240	327	99	228	327	116	210	326	1	30	15
"MT"	2006	"Fergus"	"15"	13	47	60	7	53	60	8	52	60	9	48	57	1	30	15
"MT"	2006	"Fergus"	"17"	162	368	530	122	417	539	136	405	541	132	389	521	1	30	15
"MT"	2006	"Flathead"	"14"	288	374	662	218	438	656				288	369	657	1	3	2
"MT"	2006	"Flathead"	"16"	298	306	604	227	395	622				367	236	603	1	3	2
"MT"	2006	"Flathead"	"17"	101	64	165	81	85	166				107	55	162	1	3	2
"MT"	2006	"Flathead"	"17*"	24	34	58	16	42	58				27	33	60	1	3	2
"MT"	2006	"Flathead"	"21"	138	187	325	91	242	333				161	159	320	1	3	2
"MT"	2006	"Flathead"	"21*"	373	447	820	276	533	809				432	354	786	1	3	2
"MT"	2006	"Flathead"	"35"	346	453	799	263	551	814				433	354	787	1	3	2
"MT"	2006	"Flathead"	"20"	449	240	689	375	304	679				494	200	694	1	4	2
"MT"	2006	"Flathead"	"44"	496	570	1066	377	682	1059				522	551	1073	1	4	2
"MT"	2006	"Flathead"	"46"	369	267	636	292	330	622				391	237	628	1	4	2
"MT"	2006	"Flathead"	"47"	592	274	866	497	355	852				627	240	867	1	4	2
"MT"	2006	"Flathead"	"48"	525	385	910	419	488	907				568	349	917	1	4	2
"MT"	2006	"Flathead"	"6"	197	383	580	147	451	598				179	394	573	1	5	3
"MT"	2006	"Flathead"	"7"	426	776	1202	294	919	1213				398	803	1201	1	5	3
"MT"	2006	"Flathead"	"8"	427	778	1205	330	887	1217				381	826	1207	1	5	3
"MT"	2006	"Flathead"	"11"	254	620	874	199	684	883				236	631	867	1	5	3
"MT"	2006	"Flathead"	"19"	238	481	719	180	548	728				232	389	621	1	5	3
"MT"	2006	"Flathead"	"26"	83	197	280	61	225	286				76	150	226	1	6	3
"MT"	2006	"Flathead"	"26*"	14	24	38	11	26	37				13	16	29	1	6	3
"MT"	2006	"Flathead"	"30*"	507	826	1333	379	970	1349				536	710	1246	1	6	3
"MT"	2006	"Flathead"	"36"	468	766	1234	353	893	1246				507	569	1076	1	6	3
"MT"	2006	"Flathead"	"39"	95	135	230	79	150	229				79	108	187	1	6	3
"MT"	2006	"Flathead"	"45"	169	153	322	134	187	321				164	143	307	1	6	3
"MT"	2006	"Flathead"	"49"	374	365	739	310	429	739				364	348	712	1	6	3
"MT"	2006	"Flathead"	"89"	191	365	556	142	419	561				198	261	459	1	6	3
"MT"	2006	"Flathead"	"25"	363	586	949	274	608	882	324	654	978	360	634	994	1	7	4
"MT"	2006	"Flathead"	"41"	662	976	1638	467	1189	1656	545	1099	1644	549	1111	1660	1	7	4
"MT"	2006	"Flathead"	"50"	260	583	843	188	668	856	226	611	837	256	598	854	1	7	4
"MT"	2006	"Flathead"	"1"	227	247	474	170	309	479	207	270	477	219	260	479	1	8	4
"MT"	2006	"Flathead"	"2"	279	276	555	231	340	571	252	314	566	299	272	571	1	8	4
"MT"	2006	"Flathead"	"3"	367	316	683	301	392	693	315	371	686	351	339	690	1	8	4
"MT"	2006	"Flathead"	"4"	372	400	772	294	496	790	344	440	784	383	399	782	1	8	4
"MT"	2006	"Flathead"	"32"	318	302	620	244	371	615	268	354	622	301	320	621	1	8	4
"MT"	2006	"Flathead"	"38"	632	1007	1639	472	1165	1637	629	985	1614	579	1029	1608	1	9	5
"MT"	2006	"Flathead"	"42"	268	407	675	221	456	677	292	383	675	255	411	666	1	9	5
"MT"	2006	"Flathead"	"43"	406	664	1070	329	747	1076	409	668	1077	364	682	1046	1	9	5
"MT"	2006	"Flathead"	"13"	345	608	953	258	696	954	380	578	958	250	707	957	1	10	5
"MT"	2006	"Flathead"	"29"	326	586	912	240	684	924	333	588	921	202	714	916	1	10	5
"MT"	2006	"Flathead"	"33"	247	505	752	183	583	766	255	511	766	174	586	760	1	3	2
"MT"	2006	"Flathead"	"34"	559	928	1487	445	1051	1496	571	916	1487	436	1049	1485	1	10	5
"MT"	2006	"Flathead"	"34*"	244	372	616	188	443	631	262	359	621	186	436	622	1	10	5
"MT"	2006	"Flathead"	"24"	253	551	804	200	619	819				247	572	819	1	11	6
"MT"	2006	"Gallatin"	"20"	651	515	1166	545	618	1163	606	545	1151	607	563	1170	1	63	32
"MT"	2006	"Gallatin"	"21"	234	215	449	201	248	449	231	210	441	222	227	449	1	63	32
"MT"	2006	"Gallatin"	"22"	473	474	947	383	559	942	462	463	925	437	502	939	1	63	32
"MT"	2006	"Gallatin"	"23"	498	478	976	404	565	969	499	473	972	493	491	984	1	63	32
"MT"	2006	"Gallatin"	"24"	252	190	442	206	234	440	247	194	441	222	218	440	1	63	32
"MT"	2006	"Gallatin"	"25"	830	720	1550	692	831	1523	799	704	1503	793	738	1531	1	63	32
"MT"	2006	"Gallatin"	"41"	719	153	872	648	208	856	714	149	863	685	179	864	1	64	32
"MT"	2006	"Gallatin"	"42"	573	239	812	473	325	798	576	228	804	533	274	807	1	64	32
"MT"	2006	"Gallatin"	"43"	311	261	572	242	328	570	298	271	569	264	301	565	1	64	32
"MT"	2006	"Gallatin"	"44"	462	461	923	349	567	916	437	476	913	435	496	931	1	64	32
"MT"	2006	"Gallatin"	"45"	454	362	816	354	450	804	414	381	795	376	428	804	1	64	32
"MT"	2006	"Gallatin"	"46"	130	133	263	95	167	262	130	133	263	120	142	262	1	64	32
"MT"	2006	"Gallatin"	"32"	449	304	753	377	367	744				437	300	737	1	65	33
"MT"	2006	"Gallatin"	"33"	436	134	570	379	172	551				418	132	550	1	65	33
"MT"	2006	"Gallatin"	"34"	591	232	823	480	321	801				554	242	796	1	65	33
"MT"	2006	"Gallatin"	"35"	393	205	598	299	289	588				325	232	557	1	65	33
"MT"	2006	"Gallatin"	"36"	703	163	866	620	235	855				689	166	855	1	66	33
"MT"	2006	"Gallatin"	"37"	536	132	668	464	178	642				513	126	639	1	66	33
"MT"	2006	"Gallatin"	"38"	544	217	761	425	311	736				513	222	735	1	66	33
"MT"	2006	"Gallatin"	"39"	375	285	660	280	380	660				349	303	652	1	66	33
"MT"	2006	"Gallatin"	"40"	408	426	834	309	525	834				379	452	831	1	66	33
"MT"	2006	"Gallatin"	"26"	180	342	522	124	392	516				132	366	498	1	67	34
"MT"	2006	"Gallatin"	"27"	188	245	433	142	291	433				136	260	396	1	67	34
"MT"	2006	"Gallatin"	"28"	428	731	1159	304	869	1173				312	786	1098	1	67	34
"MT"	2006	"Gallatin"	"29"	345	660	1005	238	772	1010				256	714	970	1	67	34
"MT"	2006	"Gallatin"	"30"	222	393	615	159	441	600				154	417	571	1	67	34
"MT"	2006	"Gallatin"	"31"	297	323	620	215	408	623				199	384	583	1	67	34
"MT"	2006	"Gallatin"	"14"	140	303	443	129	311	440				139	303	442	1	68	34
"MT"	2006	"Gallatin"	"15"	24	87	111	20	91	111				27	84	111	1	68	34
"MT"	2006	"Gallatin"	"16"	78	80	158	64	94	158				66	92	158	1	68	34
"MT"	2006	"Gallatin"	"17"	230	401	631	183	450	633				212	422	634	1	68	34
"MT"	2006	"Gallatin"	"18"	313	474	787	204	582	786				290	499	789	1	68	34
"MT"	2006	"Gallatin"	"19"	373	499	872	305	556	861				349	520	869	1	68	34
"MT"	2006	"Gallatin"	"7"	127	214	341	102	246	348	134	208	342	162	189	351	1	69	35
"MT"	2006	"Gallatin"	"8"	311	386	697	235	471	706	310	376	686	348	364	712	1	69	35
"MT"	2006	"Gallatin"	"9"	168	869	1037	137	897	1034	155	858	1013	190	848	1038	1	69	35
"MT"	2006	"Gallatin"	"10"	75	325	400	59	338	397	73	312	385	95	304	399	1	69	35
"MT"	2006	"Gallatin"	"11"	239	402	641	177	462	639	235	402	637	278	367	645	1	69	35
"MT"	2006	"Gallatin"	"12"	466	807	1273	334	953	1287	448	795	1243	483	789	1272	1	69	35
"MT"	2006	"Gallatin"	"13"	227	457	684	178	515	693	221	453	674	235	453	688	1	69	35
"MT"	2006	"Gallatin"	"1"	286	269	555	229	321	550	259	270	529	269	293	562	1	70	35
"MT"	2006	"Gallatin"	"2"	485	265	750	386	342	728	425	302	727	420	329	749	1	70	35
"MT"	2006	"Gallatin"	"3"	368	520	888	294	588	882	341	515	856	419	476	895	1	70	35
"MT"	2006	"Gallatin"	"4"	556	553	1109	455	647	1102	548	525	1073	579	530	1109	1	70	35
"MT"	2006	"Gallatin"	"5"	319	566	885	240	638	878	308	557	865	334	562	896	1	70	35
"MT"	2006	"Gallatin"	"6"	322	447	769	245	534	779	286	449	735	321	440	761	1	70	35
"MT"	2006	"Garfield"	"1"	68	251	319	49	280	329	82	232	314	72	252	324	1	30	15
"MT"	2006	"Garfield"	"5"	5	29	34	2	32	34	3	30	33	5	29	34	1	30	15
"MT"	2006	"Garfield"	"7"	5	63	68	1	66	67	5	60	65	3	64	67	1	30	15
"MT"	2006	"Garfield"	"8"	4	18	22	4	19	23	3	18	21	3	19	22	1	30	15
"MT"	2006	"Garfield"	"13"	2	24	26	2	22	24	3	21	24	4	22	26	1	30	15
"MT"	2006	"Garfield"	"14"	7	46	53	3	52	55	14	38	52	10	46	56	1	30	15
"MT"	2006	"Garfield"	"19"	9	59	68	8	62	70	18	48	66	14	54	68	1	30	15
"MT"	2006	"Glacier"	"8"	284	33	317	276	37	313	291	13	304	306		306	1	15	8
"MT"	2006	"Glacier"	"10"	192	46	238	162	71	233	129	94	223	204		204	1	15	8
"MT"	2006	"Glacier"	"5"	176	344	520	129	390	519	208	194	402				1	16	8
"MT"	2006	"Glacier"	"9"	761	102	863	736	114	850	771	39	810				1	16	8
"MT"	2006	"Glacier"	"11"	55	29	84	51	33	84	54	18	72				1	16	8
"MT"	2006	"Glacier"	"12"	171	23	194	168	27	195	176	10	186				1	16	8
"MT"	2006	"Glacier"	"13"	150	19	169	145	22	167	151	10	161				1	16	8
"MT"	2006	"Glacier"	"14"	5	30	35	3	32	35	11	16	27				1	16	8
"MT"	2006	"Glacier"	"15"	109	71	180	103	69	172	120	34	154				1	16	8
"MT"	2006	"Glacier"	"19"	126	26	152	120	28	148	140	4	144				1	16	8
