state	year	county	precinct	g2006_REG_tv	g2006_GOV_tv	g2006_GOV_rv	g2006_GOV_dv
"GA"	2006	"Paulding County"	"PAULDING COUNTY HIGH SCHOOL"	630	626	394	204
"GA"	2006	"Paulding County"	"PICKETT'S MILL BAPTIST CHURCH"	585	584	461	99
"GA"	2006	"Paulding County"	"POOLE ELEMENTARY SCHOOL"	773	771	502	226
"GA"	2006	"Paulding County"	"RUSSOM ELEMENTARY SCHOOL"	754	753	614	94
"GA"	2006	"Paulding County"	"SENATOR'S RIDGE"	561	561	464	75
"GA"	2006	"Paulding County"	"SHELTON ELEMENTARY SCHOOL"	1335	1333	1060	220
"GA"	2006	"Paulding County"	"SOUTH PAULDING MIDDLE SCHOOL"	639	635	450	158
"GA"	2006	"Paulding County"	"UNION ELEMENTARY"	469	469	345	109
"GA"	2006	"Peach County"	"Byron #1"	1681	835	568	226
"GA"	2006	"Peach County"	"Byron #2"	2490	1052	739	261
"GA"	2006	"Peach County"	"Claude"	586	273	213	51
"GA"	2006	"Peach County"	"Fort Valley #1"	2055	774	358	383
"GA"	2006	"Peach County"	"Fort Valley #2"	1754	603	216	368
"GA"	2006	"Peach County"	"Fort Valley #3"	1978	644	111	528
"GA"	2006	"Peach County"	"Powersville"	779	352	250	84
"GA"	2006	"Pickens County"	"APPALACHIAN"	1626	570	417	121
"GA"	2006	"Pickens County"	"HILL"	1027	349	261	70
"GA"	2006	"Pickens County"	"HINTON"	478	218	180	36
"GA"	2006	"Pickens County"	"JASPER"	1482	463	319	121
"GA"	2006	"Pickens County"	"JERUSALEM"	715	316	247	47
"GA"	2006	"Pickens County"	"LUDVILLE"	386	150	103	41
"GA"	2006	"Pickens County"	"NELSON"	953	366	282	66
"GA"	2006	"Pickens County"	"REFUGE"	1764	573	389	162
"GA"	2006	"Pickens County"	"SHARPTOP"	1835	898	686	172
"GA"	2006	"Pickens County"	"TALKING ROCK"	864	363	274	73
"GA"	2006	"Pickens County"	"TOWNSEND"	1463	523	387	103
"GA"	2006	"Pickens County"	"YELLOW CREEK"	2139	875	673	143
"GA"	2006	"Pierce County"	"Alabaha"	508	186	146	39
"GA"	2006	"Pierce County"	"Blackshear"	1975	597	419	165
"GA"	2006	"Pierce County"	"Hacklebarney/Cason"	2057	634	406	220
"GA"	2006	"Pierce County"	"Mershon"	314	171	136	34
"GA"	2006	"Pierce County"	"Otter Creek"	908	380	272	105
"GA"	2006	"Pierce County"	"Patterson"	851	328	226	93
"GA"	2006	"Pierce County"	"St Johns/Blackshear"	1072	394	294	97
"GA"	2006	"Pierce County"	"Sunset/Sweat"	215	118	84	34
"GA"	2006	"Pike County"	"Concord"	1024	482	309	148
"GA"	2006	"Pike County"	"Hollonville"	977	453	355	74
"GA"	2006	"Pike County"	"Lifsey Springs"	776	361	261	77
"GA"	2006	"Pike County"	"Meansville"	927	406	324	65
"GA"	2006	"Pike County"	"Molena"	1061	453	293	134
"GA"	2006	"Pike County"	"Second District"	1716	734	584	136
"GA"	2006	"Pike County"	"Williamson"	984	447	350	80
"GA"	2006	"Pike County"	"Zebulon"	1454	572	366	187
"GA"	2006	"Polk County"	"ANTIOCH"	1059	451	286	150
"GA"	2006	"Polk County"	"ARAGON"	1388	522	359	136
"GA"	2006	"Polk County"	"BLOOMING GROVE"	820	272	191	73
"GA"	2006	"Polk County"	"BROWNING"	451	206	152	38
"GA"	2006	"Polk County"	"CEDARTOWN"	3343	1119	550	532
"GA"	2006	"Polk County"	"ESOM HILL"	394	142	92	43
"GA"	2006	"Polk County"	"FISH CREEK"	2434	898	620	250
"GA"	2006	"Polk County"	"LAKE CREEK"	2333	978	650	280
"GA"	2006	"Polk County"	"PRIOR STATION"	1107	488	298	155
"GA"	2006	"Polk County"	"ROCKMART"	3480	1205	716	438
"GA"	2006	"Polk County"	"YOUNGS"	1124	433	257	164
"GA"	2006	"Pulaski County"	"1A"	430	429	233	179
"GA"	2006	"Pulaski County"	"1B"	224	219	59	158
"GA"	2006	"Pulaski County"	"2A"	329	325	187	129
"GA"	2006	"Pulaski County"	"2B"	332	326	89	232
"GA"	2006	"Pulaski County"	"3A"	526	524	430	80
"GA"	2006	"Pulaski County"	"3B"	624	624	515	83
"GA"	2006	"Pulaski County"	"3C"	427	425	301	109
"GA"	2006	"Pulaski County"	"4A"	641	637	475	138
"GA"	2006	"Pulaski County"	"4B"	556	555	381	142
"GA"	2006	"Pulaski County"	"EAST"	273	267	160	94
"GA"	2006	"Pulaski County"	"NORTH"	617	614	355	231
"GA"	2006	"Pulaski County"	"SOUTH"	636	633	419	186
"GA"	2006	"Quitman County"	"Georgetown City"	493	170	81	84
"GA"	2006	"Quitman County"	"Georgetown County"	837	281	139	136
"GA"	2006	"Quitman County"	"Morris"	88	55	23	31
"GA"	2006	"Rabun County"	"Chechero"	783	367	246	104
"GA"	2006	"Rabun County"	"Clayton"	2286	742	501	214
"GA"	2006	"Rabun County"	"Lakemont-Stonepile"	1258	570	409	140
"GA"	2006	"Rabun County"	"Moccasin"	131	79	54	21
"GA"	2006	"Rabun County"	"Persimmon"	384	206	146	57
"GA"	2006	"Rabun County"	"Tallulah"	648	281	212	51
"GA"	2006	"Rabun County"	"Tiger"	892	464	348	103
"GA"	2006	"Rabun County"	"Valley"	1842	778	567	184
"GA"	2006	"Rabun County"	"Warwoman"	283	155	95	56
"GA"	2006	"Randolph County"	"4th District"	37	37	25	12
"GA"	2006	"Randolph County"	"Benevolence"	90	90	53	37
"GA"	2006	"Randolph County"	"Carnegie"	138	138	113	25
"GA"	2006	"Randolph County"	"Coleman"	100	95	56	35
"GA"	2006	"Randolph County"	"Cuthbert"	468	462	162	294
"GA"	2006	"Randolph County"	"Cuthbert-Middle Sch"	115	115	10	103
"GA"	2006	"Randolph County"	"Fountain Bridge-5th"	48	48	40	8
"GA"	2006	"Randolph County"	"Shellman"	272	268	103	162
"GA"	2006	"Randolph County"	"Springvale"	53	53	19	34
"GA"	2006	"Rockdale County"	"Barksdale"	1396	6	898	428
"GA"	2006	"Rockdale County"	"Conyers"	624	6	273	318
"GA"	2006	"Rockdale County"	"Fieldstone"	1350	4	533	766
"GA"	2006	"Rockdale County"	"Flat Shoals"	1018	8	436	544
"GA"	2006	"Rockdale County"	"Hightower"	1170	5	718	402
"GA"	2006	"Rockdale County"	"Honey Creek"	910	1	605	249
"GA"	2006	"Rockdale County"	"Lorraine"	1240	4	698	495
"GA"	2006	"Rockdale County"	"Magnet"	1028	3	696	263
"GA"	2006	"Rockdale County"	"Milstead"	890	4	337	523
"GA"	2006	"Rockdale County"	"Olde Towne"	579	4	230	322
"GA"	2006	"Rockdale County"	"Rockdale"	1220	3	558	608
"GA"	2006	"Rockdale County"	"Sheffield"	742	3	514	200
"GA"	2006	"Rockdale County"	"Smyrna"	1213	4	586	579
"GA"	2006	"Rockdale County"	"St. Pius"	1307	7	620	630
"GA"	2006	"Rockdale County"	"Stanton"	874	1	567	260
"GA"	2006	"Rockdale County"	"The Lakes"	553	3	238	293
"GA"	2006	"Schley County"	"Precinct One"	584	577	386	181
"GA"	2006	"Screven County"	"Academy Sch Gym"	828	358	264	88
"GA"	2006	"Screven County"	"Bay Branch"	668	295	238	51
"GA"	2006	"Screven County"	"Co Sch Bus Garage"	287	125	53	72
"GA"	2006	"Screven County"	"Culver's Store"	895	398	174	218
"GA"	2006	"Screven County"	"Foy's Store"	243	86	22	61
"GA"	2006	"Screven County"	"Hiltonia"	687	324	150	167
"GA"	2006	"Screven County"	"Hunters"	330	174	118	53
"GA"	2006	"Screven County"	"Jackson Fire Station"	358	192	156	35
"GA"	2006	"Screven County"	"Newington"	902	346	197	144
"GA"	2006	"Screven County"	"Rocky Ford"	460	231	129	94
"GA"	2006	"Screven County"	"Sr Citizens Center"	934	344	123	215
"GA"	2006	"Screven County"	"Sylvania"	1042	389	239	143
"GA"	2006	"Seminole County"	"Precinct 1"	1074	436	242	187
"GA"	2006	"Seminole County"	"Precinct 2"	960	356	208	138
"GA"	2006	"Seminole County"	"Precinct 3"	840	279	48	228
"GA"	2006	"Seminole County"	"Precinct 4"	977	350	192	149
"GA"	2006	"Seminole County"	"Precinct 5"	985	363	248	105
"GA"	2006	"Spalding County"	"1st ASSEMBLY"	1715	604	441	131
"GA"	2006	"Spalding County"	"1st METHODIST"	1243	579	462	93
"GA"	2006	"Spalding County"	"1st PRESBYTERIAN"	1581	586	404	156
"GA"	2006	"Spalding County"	"AMBUCS"	1410	483	309	160
"GA"	2006	"Spalding County"	"BLALOCK"	478	219	180	30
"GA"	2006	"Spalding County"	"CABIN"	1384	518	387	107
"GA"	2006	"Spalding County"	"CARVER"	1178	459	292	146
"GA"	2006	"Spalding County"	"CITY PARK"	1548	331	104	222
"GA"	2006	"Spalding County"	"COMMUNITY MINISTRIES CHURCH"	1109	363	61	294
"GA"	2006	"Spalding County"	"COUNTY LINE METHODIST"	1802	698	570	102
"GA"	2006	"Spalding County"	"FAIRMONT"	1440	385	69	313
"GA"	2006	"Spalding County"	"GA EXPERIMENT STATION"	2421	750	449	285
"GA"	2006	"Spalding County"	"GARY REID"	1831	589	255	321
"GA"	2006	"Spalding County"	"LIBERTY SPRINGS"	1078	410	308	80
"GA"	2006	"Spalding County"	"LIBRARY"	1131	408	325	64
"GA"	2006	"Spalding County"	"ROBERTS"	1590	631	448	148
"GA"	2006	"Spalding County"	"SOUTHSIDE"	1373	580	448	106
"GA"	2006	"Spalding County"	"SUNNYSIDE"	1285	411	290	107
"GA"	2006	"Spalding County"	"TEAMON BAPTIST CHURCH"	1150	378	259	91
"GA"	2006	"Spalding County"	"THIRD WARD"	978	429	307	94
"GA"	2006	"Spalding County"	"WEST GRIFFIN"	1377	308	67	237
"GA"	2006	"Stephens County"	"Big Smith"	760	750	456	270
"GA"	2006	"Stephens County"	"Broad River"	287	285	184	98
"GA"	2006	"Stephens County"	"Currahee"	146	146	105	37
"GA"	2006	"Stephens County"	"Martin"	281	281	158	118
"GA"	2006	"Stephens County"	"Toccoa #1"	766	760	488	252
"GA"	2006	"Stephens County"	"Toccoa #2"	477	472	316	140
"GA"	2006	"Stephens County"	"Toccoa #3"	833	825	566	235
"GA"	2006	"Stephens County"	"Wolf Pit"	643	640	417	212
"GA"	2006	"Stewart County"	"Louvale"	315	125	35	89
"GA"	2006	"Stewart County"	"Lumpkin"	1197	322	100	218
"GA"	2006	"Stewart County"	"Omaha"	234	67	15	52
"GA"	2006	"Stewart County"	"Richland"	1210	388	160	222
"GA"	2006	"Sumter County"	"15"	1603	673	353	305
"GA"	2006	"Sumter County"	"17"	631	244	111	122
"GA"	2006	"Sumter County"	"28"	829	321	203	115
"GA"	2006	"Sumter County"	"29"	376	150	78	70
"GA"	2006	"Sumter County"	"N-26"	394	180	135	32
"GA"	2006	"Sumter County"	"NE-27"	3005	823	339	475
"GA"	2006	"Sumter County"	"NW-27"	3410	836	259	556
"GA"	2006	"Sumter County"	"O-26"	1019	365	171	184
"GA"	2006	"Sumter County"	"SE-27"	1969	563	280	268
"GA"	2006	"Sumter County"	"SW-27"	2222	722	415	284
"GA"	2006	"Talbot County"	"BOX SPRINGS"	427	156	85	65
"GA"	2006	"Talbot County"	"FLINT HILL"	815	358	149	200
"GA"	2006	"Talbot County"	"GENEVA"	392	142	60	77
"GA"	2006	"Talbot County"	"JUNCTION CITY"	281	99	28	70
"GA"	2006	"Talbot County"	"O'NEAL"	488	191	83	104
"GA"	2006	"Talbot County"	"PRATTSBURG"	109	48	23	22
"GA"	2006	"Talbot County"	"TALBOTTON"	855	320	106	208
"GA"	2006	"Talbot County"	"VALLEY"	694	281	111	160
"GA"	2006	"Taliaferro County"	"Crawfordville"	313	309	109	195
"GA"	2006	"Taliaferro County"	"Sharon"	98	96	34	58
"GA"	2006	"Tattnall County"	"Birdford"	222	222	152	66
"GA"	2006	"Tattnall County"	"Cobbtown"	262	259	174	77
"GA"	2006	"Tattnall County"	"Collins"	376	372	247	120
"GA"	2006	"Tattnall County"	"Ellagrove"	267	263	184	75
"GA"	2006	"Tattnall County"	"Elza"	107	105	65	38
"GA"	2006	"Tattnall County"	"Glennville"	323	320	233	82
"GA"	2006	"Tattnall County"	"Longview"	84	81	56	24
"GA"	2006	"Tattnall County"	"Manassas 2"	122	122	82	39
"GA"	2006	"Tattnall County"	"Manassas I"	154	151	90	59
"GA"	2006	"Tattnall County"	"Mendes"	266	265	203	60
"GA"	2006	"Tattnall County"	"Reidsville"	423	421	260	151
"GA"	2006	"Tattnall County"	"Shiloh"	220	215	84	127
"GA"	2006	"Tattnall County"	"Tison 1"	280	276	212	61
"GA"	2006	"Tattnall County"	"Tison 2"	167	165	125	35
"GA"	2006	"Tattnall County"	"White Pines"	480	466	270	190
"GA"	2006	"Taylor County"	"PRECINCT #1"	316	314	55	252
"GA"	2006	"Taylor County"	"PRECINCT #2"	206	202	129	69
"GA"	2006	"Taylor County"	"PRECINCT #3"	138	137	105	28
"GA"	2006	"Taylor County"	"PRECINCT #4"	82	80	56	22
"GA"	2006	"Taylor County"	"PRECINCT #5"	386	381	272	98
"GA"	2006	"Taylor County"	"PRECINCT #6"	554	546	271	259
"GA"	2006	"Telfair County"	"Helena"	778	290	107	172
"GA"	2006	"Telfair County"	"Jacksonville"	559	219	98	118
"GA"	2006	"Telfair County"	"Lumber City"	1024	312	141	161
"GA"	2006	"Telfair County"	"McRae"	1873	728	327	386
"GA"	2006	"Telfair County"	"Milan"	778	288	145	131
"GA"	2006	"Telfair County"	"Scotland"	293	138	69	65
"GA"	2006	"Terrell County"	"Bronwood"	714	266	114	143
"GA"	2006	"Terrell County"	"Dawson"	2399	728	211	511
"GA"	2006	"Terrell County"	"Graves"	506	168	101	64
"GA"	2006	"Terrell County"	"Herod/Dover"	237	86	49	36
"GA"	2006	"Terrell County"	"Parrott"	359	159	78	75
"GA"	2006	"Terrell County"	"Sasser"	1115	445	251	184
"GA"	2006	"Thomas County"	"Barwick"	505	164	108	55
"GA"	2006	"Thomas County"	"Boston"	1350	454	233	216
"GA"	2006	"Thomas County"	"Central"	1946	613	382	218
"GA"	2006	"Thomas County"	"Coolidge"	717	254	156	89
"GA"	2006	"Thomas County"	"Douglass"	1411	361	77	273
"GA"	2006	"Thomas County"	"Ellabelle"	834	314	218	90
"GA"	2006	"Thomas County"	"Fire Station #2"	1099	444	326	114
"GA"	2006	"Thomas County"	"Gatlin Creek"	1723	605	434	157
"GA"	2006	"Thomas County"	"Harper"	1393	404	122	275
"GA"	2006	"Thomas County"	"Jerger"	1543	529	353	163
"GA"	2006	"Thomas County"	"Meigs"	647	250	148	100
"GA"	2006	"Thomas County"	"Merrillville"	514	224	131	87
"GA"	2006	"Thomas County"	"Metcalfe"	261	123	86	33
"GA"	2006	"Thomas County"	"New Covenant"	1461	491	327	148
"GA"	2006	"Thomas County"	"Ochlocknee"	885	306	216	77
"GA"	2006	"Thomas County"	"Patten"	262	123	96	25
"GA"	2006	"Thomas County"	"Pavo"	582	235	161	63
"GA"	2006	"Thomas County"	"Remington YMCA"	1447	467	291	165
"GA"	2006	"Thomas County"	"Resource Center"	1129	352	63	285
"GA"	2006	"Thomas County"	"Scott"	1877	675	445	213
"GA"	2006	"Tift County"	"Brighton"	1495	649	505	114
"GA"	2006	"Tift County"	"Brookfield"	1102	485	342	126
"GA"	2006	"Tift County"	"Chula"	1039	550	422	115
"GA"	2006	"Tift County"	"Docia"	770	367	296	57
"GA"	2006	"Tift County"	"Eldorado"	797	316	239	68
"GA"	2006	"Tift County"	"Mott- Litman Gym"	1768	483	96	382
"GA"	2006	"Tift County"	"Omega"	632	253	179	69
"GA"	2006	"Tift County"	"Tifton Lodge"	2037	706	481	200
"GA"	2006	"Tift County"	"Tifton Northeast"	2325	729	459	238
"GA"	2006	"Tift County"	"Tifton Northwest"	2077	720	542	164
"GA"	2006	"Tift County"	"Tifton South"	1461	436	145	277
"GA"	2006	"Tift County"	"Ty Ty"	850	374	259	105
"GA"	2006	"Toombs County"	"1192nd-Blue Ridge"	343	159	117	38
"GA"	2006	"Toombs County"	"1403rd-Marvin"	288	124	74	47
"GA"	2006	"Toombs County"	"1521st- Hardens Chapel"	368	190	112	71
"GA"	2006	"Toombs County"	"1536-1 Lyons"	1654	581	358	211
"GA"	2006	"Toombs County"	"1536-2 Santa Claus"	1041	388	295	89
"GA"	2006	"Toombs County"	"1715th-Normantown"	406	183	123	56
"GA"	2006	"Toombs County"	"1770th-Ohoopee"	155	80	55	25
"GA"	2006	"Toombs County"	"1823rd-Center"	1017	431	305	109
"GA"	2006	"Toombs County"	"39th-New Branch"	341	185	107	72
"GA"	2006	"Toombs County"	"43rd-Cedar Crossing"	812	312	173	125
"GA"	2006	"Toombs County"	"51-1 Old Health Dept."	1833	602	268	327
"GA"	2006	"Toombs County"	"51-2 S.T.I."	1031	411	280	116
"GA"	2006	"Toombs County"	"51-3 V.P.D."	1361	665	472	180
"GA"	2006	"Toombs County"	"51-4 S.T.I.A.L.C."	1369	537	374	145
"GA"	2006	"Towns County"	"HIAWASSEE"	851	840	647	162
"GA"	2006	"Towns County"	"MACEDONIA"	822	820	586	210
"GA"	2006	"Towns County"	"TATE CITY"	17	17	14	2
"GA"	2006	"Towns County"	"YOUNG HARRIS"	881	877	600	240
"GA"	2006	"Treutlen County"	"Blackville"	93	93	66	25
"GA"	2006	"Treutlen County"	"Gillis Springs"	55	54	26	25
"GA"	2006	"Treutlen County"	"Lothair"	139	139	78	58
"GA"	2006	"Treutlen County"	"Oglethorpe"	82	81	45	35
"GA"	2006	"Treutlen County"	"Orland"	109	107	73	30
"GA"	2006	"Treutlen County"	"Soperton"	672	666	321	330
"GA"	2006	"Troup County"	"ADMINSTRATION"	2156	477	226	230
"GA"	2006	"Troup County"	"EAST VERNON"	2248	926	717	182
"GA"	2006	"Troup County"	"GARDNER NEWMAN"	1457	509	341	153
"GA"	2006	"Troup County"	"GRAY HILL"	1288	467	311	141
"GA"	2006	"Troup County"	"GRIGGS CENTER"	1767	505	75	424
"GA"	2006	"Troup County"	"HAMMETT RD"	2473	838	510	311
"GA"	2006	"Troup County"	"HIGHLAND"	1008	347	189	152
"GA"	2006	"Troup County"	"HOGANSVILLE"	2173	772	440	301
"GA"	2006	"Troup County"	"HOLLIS HAND"	2977	1181	945	203
"GA"	2006	"Troup County"	"LEE'S CROSSING"	1008	326	235	84
"GA"	2006	"Troup County"	"LONG CANE"	2096	848	640	193
"GA"	2006	"Troup County"	"MCLENDON"	2353	950	720	206
"GA"	2006	"Troup County"	"MOUNTVILLE"	1098	469	329	129
"GA"	2006	"Troup County"	"NORTHSIDE"	1929	811	610	181
"GA"	2006	"Troup County"	"ROSEMONT"	2456	963	761	173
"GA"	2006	"Troup County"	"WEST POINT"	1646	496	237	247
"GA"	2006	"Turner County"	"Ashburn"	931	920	409	494
"GA"	2006	"Turner County"	"Rebecca"	171	170	97	67
"GA"	2006	"Turner County"	"Sycamore"	493	489	329	142
"GA"	2006	"Twiggs County"	"DRY BRANCH"	470	465	288	146
"GA"	2006	"Twiggs County"	"GOLDEN ISLES"	561	551	190	339
"GA"	2006	"Twiggs County"	"HIGGSVILLE"	297	289	184	102
"GA"	2006	"Twiggs County"	"JEFFERSONVILLE/WARE"	535	527	168	337
"GA"	2006	"Twiggs County"	"SHADY GROVE/TARVERSVILLE"	328	320	129	185
"GA"	2006	"Union County"	"Blairsville"	644	637	417	193
"GA"	2006	"Union County"	"Choestoe"	387	386	297	70
"GA"	2006	"Union County"	"Coosa"	645	639	500	126
"GA"	2006	"Union County"	"Dooley"	391	388	265	112
"GA"	2006	"Union County"	"Gum Log"	465	463	336	109
"GA"	2006	"Union County"	"Ivy Log"	510	506	369	109
"GA"	2006	"Union County"	"Jones Creek"	474	473	338	115
"GA"	2006	"Union County"	"Owltown"	428	425	281	130
"GA"	2006	"Union County"	"Pat Cowell"	537	534	391	124
"GA"	2006	"Union County"	"Suches"	266	263	179	66
"GA"	2006	"Union County"	"Trackrock"	373	372	262	99
"GA"	2006	"Upson County"	"ATWATER"	1081	440	309	112
"GA"	2006	"Upson County"	"FLINT"	721	288	209	65
"GA"	2006	"Upson County"	"LINCOLN PARK"	593	234	54	178
"GA"	2006	"Upson County"	"REDBONE"	3415	1132	721	376
"GA"	2006	"Upson County"	"REEVES"	782	308	246	54
"GA"	2006	"Upson County"	"SALEM"	326	196	24	168
"GA"	2006	"Upson County"	"THE JUG"	327	172	87	83
"GA"	2006	"Upson County"	"THE ROCK"	359	179	124	44
"GA"	2006	"Upson County"	"TOWN"	5726	1758	1100	610
"GA"	2006	"Upson County"	"YATESVILLE"	703	326	235	78
"GA"	2006	"Walker County"	"Cane Creek"	1356	442	305	130
"GA"	2006	"Walker County"	"Cedar Grove"	372	145	111	30
"GA"	2006	"Walker County"	"Chattanooga Valley"	2949	1053	821	212
"GA"	2006	"Walker County"	"Chestnut Flat"	1559	518	350	155
"GA"	2006	"Walker County"	"Chickamauga"	3599	1301	1004	274
"GA"	2006	"Walker County"	"Daugherty"	212	75	53	19
"GA"	2006	"Walker County"	"East Armuchee"	700	266	196	67
"GA"	2006	"Walker County"	"Fairview"	2590	778	573	194
"GA"	2006	"Walker County"	"Fairyland"	1075	541	460	66
"GA"	2006	"Walker County"	"Kensington"	838	309	227	77
"GA"	2006	"Walker County"	"Lafayette"	4672	1194	855	310
"GA"	2006	"Walker County"	"Mountain"	741	295	216	69
"GA"	2006	"Walker County"	"Peavine"	2899	1013	762	228
"GA"	2006	"Walker County"	"Pond Springs"	1668	634	483	144
"GA"	2006	"Walker County"	"Rossville"	5320	1315	982	316
"GA"	2006	"Walker County"	"Wallaceville"	1886	577	430	140
"GA"	2006	"Walker County"	"West Armuchee"	278	130	91	37
"GA"	2006	"Walker County"	"Wilson"	633	248	174	66
"GA"	2006	"Walton County"	"Bay Creek"	1894	733	594	104
"GA"	2006	"Walton County"	"Between"	3018	1269	1007	211
"GA"	2006	"Walton County"	"Blasingame"	809	370	289	70
"GA"	2006	"Walton County"	"Bold Springs"	2759	1248	1051	152
"GA"	2006	"Walton County"	"Broken Arrow"	2899	1102	890	155
"GA"	2006	"Walton County"	"Campton"	2016	866	663	160
"GA"	2006	"Walton County"	"East Monroe"	2348	647	371	255
"GA"	2006	"Walton County"	"Good Hope"	1108	531	400	104
"GA"	2006	"Walton County"	"Gratis"	749	359	282	61
"GA"	2006	"Walton County"	"Jersey"	1179	524	438	67
"GA"	2006	"Walton County"	"Loganville North"	3510	1229	983	188
"GA"	2006	"Walton County"	"Loganville South"	4394	1576	1248	250
"GA"	2006	"Walton County"	"Mountain"	846	300	224	68
"GA"	2006	"Walton County"	"North Monroe"	4377	950	460	454
"GA"	2006	"Walton County"	"Social Circle"	2965	1096	719	329
"GA"	2006	"Walton County"	"South Monroe"	3937	1388	998	327
"GA"	2006	"Walton County"	"Walnut Grove"	1863	702	567	97
"GA"	2006	"Walton County"	"West Walton"	2811	1225	1049	123
"GA"	2006	"Walton County"	"Whatley"	751	365	277	77
"GA"	2006	"Ware County"	"1231-150B"	2584	1009	712	278
"GA"	2006	"Ware County"	"1231-150C"	670	216	138	75
"GA"	2006	"Ware County"	"1231-151"	2299	990	732	235
"GA"	2006	"Ware County"	"Beach-Bickley"	242	123	89	31
"GA"	2006	"Ware County"	"District 1"	2338	646	145	492
"GA"	2006	"Ware County"	"District 2A"	2296	858	566	281
"GA"	2006	"Ware County"	"District 2B"	1246	284	111	169
"GA"	2006	"Ware County"	"Haywood"	388	156	111	40
"GA"	2006	"Ware County"	"Jamestown"	1043	478	352	117
"GA"	2006	"Ware County"	"Manor"	358	140	95	43
"GA"	2006	"Ware County"	"Millwood"	287	120	68	51
"GA"	2006	"Ware County"	"Waresboro"	621	270	196	67
"GA"	2006	"Warren County"	"Beall Springs"	0	214	118	92
"GA"	2006	"Warren County"	"Camak"	0	147	85	58
"GA"	2006	"Warren County"	"Norwood"	0	173	57	111
"GA"	2006	"Warren County"	"Pan Handle"	0	46	35	10
"GA"	2006	"Warren County"	"Ricketson"	0	100	68	28
"GA"	2006	"Warren County"	"Warrenton"	3309	643	271	359
"GA"	2006	"Washington County"	"Davisboro"	325	323	155	161
"GA"	2006	"Washington County"	"Deepstep"	206	203	125	76
"GA"	2006	"Washington County"	"Harrison"	404	402	226	167
"GA"	2006	"Washington County"	"Oconee"	231	228	112	111
"GA"	2006	"Washington County"	"Riddleville"	262	257	157	95
"GA"	2006	"Washington County"	"Sandersville"	1874	1853	866	959
"GA"	2006	"Washington County"	"Tennille"	760	749	352	378
"GA"	2006	"Washington County"	"Warthen"	293	290	156	131
"GA"	2006	"Wayne County"	"Altamaha"	1660	495	295	186
"GA"	2006	"Wayne County"	"East Jesup"	385	167	116	50
"GA"	2006	"Wayne County"	"Empire"	700	302	190	100
"GA"	2006	"Wayne County"	"Gardi"	534	242	138	97
"GA"	2006	"Wayne County"	"Madray Springs"	831	400	242	148
"GA"	2006	"Wayne County"	"Mt. Pleasant"	198	107	84	19
"GA"	2006	"Wayne County"	"Odum"	868	399	239	146
"GA"	2006	"Wayne County"	"Oglethorpe"	1252	480	321	150
"GA"	2006	"Wayne County"	"Pine Street"	631	196	76	118
"GA"	2006	"Wayne County"	"Rec Center"	1026	453	299	135
"GA"	2006	"Wayne County"	"Red Hill"	791	267	172	88
"GA"	2006	"Wayne County"	"Ritch"	249	121	69	48
"GA"	2006	"Wayne County"	"Screven"	1020	469	290	173
"GA"	2006	"Wayne County"	"Unity"	1567	487	293	177
"GA"	2006	"Wayne County"	"VFW"	712	248	60	184
"GA"	2006	"Webster County"	"Gooseberry 3"	76	76	48	28
"GA"	2006	"Webster County"	"Preston 1"	248	244	106	134
"GA"	2006	"Webster County"	"Preston 3"	72	71	41	28
"GA"	2006	"Webster County"	"Weston 2"	167	164	61	99
"GA"	2006	"Wheeler County"	"Alamo"	1631	552	274	265
"GA"	2006	"Wheeler County"	"Glenwood"	1134	416	209	198
"GA"	2006	"White County"	"Blue Creek"	1534	622	454	140
"GA"	2006	"White County"	"Blue Ridge"	585	223	171	44
"GA"	2006	"White County"	"Helen"	492	172	108	51
"GA"	2006	"White County"	"Mossy Creek"	1959	737	580	130
"GA"	2006	"White County"	"Mt. Yonah"	3029	878	698	156
"GA"	2006	"White County"	"Nacoochee"	1301	601	424	143
"GA"	2006	"White County"	"Robertstown"	331	128	93	34
"GA"	2006	"White County"	"Shoal Creek"	1642	541	392	127
"GA"	2006	"White County"	"Tesnatee"	787	319	249	60
"GA"	2006	"White County"	"Town Creek"	1128	425	316	83
"GA"	2006	"White County"	"White Creek"	1203	491	391	85
"GA"	2006	"Whitfield County"	"1A"	416	412	248	151
"GA"	2006	"Whitfield County"	"2A"	849	845	619	195
"GA"	2006	"Whitfield County"	"3A"	735	731	528	179
"GA"	2006	"Whitfield County"	"4A"	858	853	648	183
"GA"	2006	"Whitfield County"	"5A"	326	320	157	161
"GA"	2006	"Whitfield County"	"6A"	245	243	124	117
"GA"	2006	"Whitfield County"	"ANTIOCH"	440	437	293	136
"GA"	2006	"Whitfield County"	"CARBONDALE"	466	461	339	118
"GA"	2006	"Whitfield County"	"COHUTTA"	412	403	289	100
"GA"	2006	"Whitfield County"	"DUG GAP"	1053	1046	815	205
"GA"	2006	"Whitfield County"	"EASTSIDE"	447	443	311	121
"GA"	2006	"Whitfield County"	"FINCHER"	622	617	436	169
"GA"	2006	"Whitfield County"	"GROVE LEVEL"	504	502	381	113
"GA"	2006	"Whitfield County"	"LOWER TENTH"	316	312	266	44
"GA"	2006	"Whitfield County"	"MILL CREEK"	506	502	397	90
"GA"	2006	"Whitfield County"	"NINTH"	695	689	538	141
"GA"	2006	"Whitfield County"	"PLEASANT GROVE"	1217	1201	888	280
