state	year	county	precinct	g2004_USP_tv	g2004_USP_rv	g2004_USP_dv	g2004_USS_tv	g2004_USS_rv	g2004_USS_dv
"GA"	2004	"Fulton County"	"06K"	742	151	578	729	158	528
"GA"	2004	"Fulton County"	"06L"	978	384	586	969	439	495
"GA"	2004	"Fulton County"	"06R"	935	322	601	920	375	513
"GA"	2004	"Fulton County"	"07A"	1032	622	394	1015	657	326
"GA"	2004	"Fulton County"	"07B"	1602	1100	488	1587	1209	341
"GA"	2004	"Fulton County"	"07C"	1779	1083	677	1734	1137	547
"GA"	2004	"Fulton County"	"07D"	1436	822	601	1405	863	494
"GA"	2004	"Fulton County"	"07E"	1489	626	845	1455	678	743
"GA"	2004	"Fulton County"	"07F"	455	197	254	449	220	217
"GA"	2004	"Fulton County"	"07G"	829	510	312	815	541	239
"GA"	2004	"Fulton County"	"07H"	1080	630	435	1063	698	336
"GA"	2004	"Fulton County"	"07J"	1537	741	768	1504	814	633
"GA"	2004	"Fulton County"	"07K1"	1030	437	577	1014	497	474
"GA"	2004	"Fulton County"	"07K2"	26	4	22	24	2	22
"GA"	2004	"Fulton County"	"07L"	443	296	142	436	307	122
"GA"	2004	"Fulton County"	"07M1"	404	152	249	399	147	237
"GA"	2004	"Fulton County"	"07M2"	598	326	272	580	336	235
"GA"	2004	"Fulton County"	"07N"	911	369	528	881	354	487
"GA"	2004	"Fulton County"	"08A"	1386	939	435	1371	1011	331
"GA"	2004	"Fulton County"	"08B"	1890	1232	640	1852	1350	446
"GA"	2004	"Fulton County"	"08C"	912	682	222	901	747	133
"GA"	2004	"Fulton County"	"08D"	641	481	157	637	515	108
"GA"	2004	"Fulton County"	"08E"	869	528	332	862	590	250
"GA"	2004	"Fulton County"	"08F"	1286	913	361	1269	1014	230
"GA"	2004	"Fulton County"	"08G"	1113	644	458	1089	682	372
"GA"	2004	"Fulton County"	"08H"	1335	895	430	1312	974	307
"GA"	2004	"Fulton County"	"08J"	1509	947	543	1476	988	451
"GA"	2004	"Fulton County"	"08K"	320	209	108	318	233	80
"GA"	2004	"Fulton County"	"08L"	1089	541	539	1063	581	448
"GA"	2004	"Fulton County"	"08M"	1036	726	301	1023	782	226
"GA"	2004	"Fulton County"	"08N"	1010	643	363	996	707	267
"GA"	2004	"Fulton County"	"08P"	829	309	509	815	303	473
"GA"	2004	"Fulton County"	"08S"	830	543	285	817	588	210
"GA"	2004	"Fulton County"	"08T"	588	183	396	575	199	349
"GA"	2004	"Fulton County"	"09A"	1048	323	717	1023	331	653
"GA"	2004	"Fulton County"	"09B"	475	15	457	462	25	427
"GA"	2004	"Fulton County"	"09C"	1441	72	1366	1402	64	1318
"GA"	2004	"Fulton County"	"09D"	937	28	903	893	48	829
"GA"	2004	"Fulton County"	"09E"	688	26	657	648	32	606
"GA"	2004	"Fulton County"	"09F"	2000	1126	842	1967	1204	687
"GA"	2004	"Fulton County"	"09G"	742	352	375	730	369	327
"GA"	2004	"Fulton County"	"09K"	413	12	396	405	18	378
"GA"	2004	"Fulton County"	"09L"	1019	37	977	994	60	917
"GA"	2004	"Fulton County"	"09M"	569	176	383	554	165	361
"GA"	2004	"Fulton County"	"09N"	500	9	491	489	15	470
"GA"	2004	"Fulton County"	"10A"	1681	48	1626	1647	68	1556
"GA"	2004	"Fulton County"	"10B"	1129	38	1086	1094	47	1030
"GA"	2004	"Fulton County"	"10C"	946	31	912	918	53	855
"GA"	2004	"Fulton County"	"10D"	847	41	805	822	50	761
"GA"	2004	"Fulton County"	"10E"	540	17	522	526	13	505
"GA"	2004	"Fulton County"	"10F"	621	26	591	609	42	557
"GA"	2004	"Fulton County"	"10G"	764	44	717	749	45	694
"GA"	2004	"Fulton County"	"10H"	954	44	906	934	50	870
"GA"	2004	"Fulton County"	"10J"	440	26	411	425	24	396
"GA"	2004	"Fulton County"	"10L"	1465	74	1386	1436	75	1334
"GA"	2004	"Fulton County"	"10M1"	684	33	645	670	32	627
"GA"	2004	"Fulton County"	"10M2"	592	20	570	571	29	534
"GA"	2004	"Fulton County"	"10P"	809	26	774	788	33	744
"GA"	2004	"Fulton County"	"10R"	451	15	435	439	15	416
"GA"	2004	"Fulton County"	"11A1"	355	14	340	354	18	332
"GA"	2004	"Fulton County"	"11A2"	209	10	199	205	4	194
"GA"	2004	"Fulton County"	"11A3"	43	2	41	43	2	40
"GA"	2004	"Fulton County"	"11B1"	459	20	436	447	15	427
"GA"	2004	"Fulton County"	"11B2"	1030	49	977	1018	30	978
"GA"	2004	"Fulton County"	"11C"	1166	56	1107	1140	54	1056
"GA"	2004	"Fulton County"	"11E1"	462	30	432	451	26	420
"GA"	2004	"Fulton County"	"11E2"	542	25	515	522	23	493
"GA"	2004	"Fulton County"	"11E3"						
"GA"	2004	"Fulton County"	"11G"	1226	57	1164	1187	62	1113
"GA"	2004	"Fulton County"	"11H1"	892	38	854	865	36	818
"GA"	2004	"Fulton County"	"11H2"	401	24	376	386	22	362
"GA"	2004	"Fulton County"	"11J"	938	56	880	918	41	861
"GA"	2004	"Fulton County"	"11K"	427	16	409	419	18	397
"GA"	2004	"Fulton County"	"11L"	732	39	692	722	47	666
"GA"	2004	"Fulton County"	"11M"	1124	54	1064	1113	44	1055
"GA"	2004	"Fulton County"	"11N"	1367	62	1302	1349	54	1280
"GA"	2004	"Fulton County"	"11P"	474	24	447	450	25	420
"GA"	2004	"Fulton County"	"11R"	690	30	658	659	29	619
"GA"	2004	"Fulton County"	"12A"	386	24	359	378	28	339
"GA"	2004	"Fulton County"	"12B"	1165	99	1055	1121	105	998
"GA"	2004	"Fulton County"	"12C"	734	55	674	717	73	629
"GA"	2004	"Fulton County"	"12D"	359	21	336	347	18	320
"GA"	2004	"Fulton County"	"12E1"	518	59	456	499	61	431
"GA"	2004	"Fulton County"	"12E2"						
"GA"	2004	"Fulton County"	"12F"	327	29	297	314	30	281
"GA"	2004	"Fulton County"	"12G"	301	47	252	279	48	228
"GA"	2004	"Fulton County"	"12H"	1295	86	1205	1271	89	1160
"GA"	2004	"Fulton County"	"12J"	1024	45	973	991	45	930
"GA"	2004	"Fulton County"	"12L"	223	23	199	215	25	187
"GA"	2004	"Fulton County"	"12M"	205	10	195	197	7	190
"GA"	2004	"Fulton County"	"12S"	710	33	673	681	32	634
"GA"	2004	"Fulton County"	"12T"	566	35	529	554	40	506
"GA"	2004	"Fulton County"	"12U"	567	29	536	552	30	516
"GA"	2004	"Fulton County"	"AP01A"	1758	1186	555	1731	1186	500
"GA"	2004	"Fulton County"	"AP01B"	368	287	78	368	289	66
"GA"	2004	"Fulton County"	"AP01C"	293	220	70	288	211	70
"GA"	2004	"Fulton County"	"AP02"	1237	810	408	1223	821	357
"GA"	2004	"Fulton County"	"AP03"	193	85	105	189	82	98
"GA"	2004	"Fulton County"	"AP04"	687	518	161	679	538	125
"GA"	2004	"Fulton County"	"AP05"	2265	1724	535	2241	1767	438
"GA"	2004	"Fulton County"	"AP06"	992	753	229	979	760	199
"GA"	2004	"Fulton County"	"AP07A"	1859	1169	673	1827	1145	623
"GA"	2004	"Fulton County"	"AP07B"	371	264	105	364	266	94
"GA"	2004	"Fulton County"	"AP08"	676	450	223	671	463	191
"GA"	2004	"Fulton County"	"AP09"	1230	755	458	1203	767	396
"GA"	2004	"Fulton County"	"AP10"	498	360	135	492	375	107
"GA"	2004	"Fulton County"	"AP11"	714	550	161	708	587	106
"GA"	2004	"Fulton County"	"AP12"	1054	641	407	1042	622	393
"GA"	2004	"Fulton County"	"CP01A"	1057	362	680	1028	362	643
"GA"	2004	"Fulton County"	"CP01B"	61	25	35	60	24	32
"GA"	2004	"Fulton County"	"CP01C"	46	10	35	45	9	34
"GA"	2004	"Fulton County"	"CP02A"	5	0	5	5	0	4
"GA"	2004	"Fulton County"	"CP02B"	324	100	222	320	99	208
"GA"	2004	"Fulton County"	"CP02C"	16	2	14	16	2	14
"GA"	2004	"Fulton County"	"CP04"	62	4	58	61	4	57
"GA"	2004	"Fulton County"	"CP05"	927	82	837	912	64	835
"GA"	2004	"Fulton County"	"CP06A"	167	14	152	166	8	156
"GA"	2004	"Fulton County"	"CP06B"	15	3	12	14	2	12
"GA"	2004	"Fulton County"	"CP07A"	514	31	480	502	27	472
"GA"	2004	"Fulton County"	"CP07B"						
"GA"	2004	"Fulton County"	"CP08A"	237	13	224	224	13	206
"GA"	2004	"Fulton County"	"CP08B"	48	4	44	47	4	43
"GA"	2004	"Fulton County"	"CP08C"	81	6	75	81	4	74
"GA"	2004	"Fulton County"	"EP01"	1102	135	962	1073	126	921
"GA"	2004	"Fulton County"	"EP02"	636	93	537	622	80	523
"GA"	2004	"Fulton County"	"EP03"	437	62	373	420	52	358
"GA"	2004	"Fulton County"	"EP04"	837	199	630	822	193	599
"GA"	2004	"Fulton County"	"EP05A"	958	130	825	913	127	764
"GA"	2004	"Fulton County"	"EP05B"						
"GA"	2004	"Fulton County"	"EP06"	1258	120	1128	1230	116	1088
"GA"	2004	"Fulton County"	"EP07"	1287	287	988	1263	276	949
"GA"	2004	"Fulton County"	"EP08"	1005	54	944	991	48	925
"GA"	2004	"Fulton County"	"EP09"	980	153	825	965	153	803
"GA"	2004	"Fulton County"	"EP10"	691	52	636	685	51	631
"GA"	2004	"Fulton County"	"EP11"	992	85	901	980	96	871
"GA"	2004	"Fulton County"	"FA01A"	1930	628	1289	1905	581	1296
"GA"	2004	"Fulton County"	"FA01B"	31	9	22	29	6	22
"GA"	2004	"Fulton County"	"HP01"	1375	574	777	1336	557	730
"GA"	2004	"Fulton County"	"MP01"	289	156	128	288	169	108
"GA"	2004	"Fulton County"	"NC01"	1677	1382	289	1655	1390	243
"GA"	2004	"Fulton County"	"NC02A"	1493	1122	365	1477	1129	319
"GA"	2004	"Fulton County"	"NC02B"	175	100	74	177	107	62
"GA"	2004	"Fulton County"	"NC03"	2680	1641	1013	2628	1629	912
"GA"	2004	"Fulton County"	"NC04"	2598	1860	726	2547	1849	644
"GA"	2004	"Fulton County"	"NC05"	1593	1125	457	1567	1153	389
"GA"	2004	"Fulton County"	"NC06"	1358	1118	233	1343	1139	180
"GA"	2004	"Fulton County"	"NC07A"	1046	695	334	1023	710	271
"GA"	2004	"Fulton County"	"NC07B"	206	160	46	205	160	44
"GA"	2004	"Fulton County"	"NC08"	643	465	173	636	456	160
"GA"	2004	"Fulton County"	"NC09"	1160	755	393	1144	779	327
"GA"	2004	"Fulton County"	"NC10"	1727	1340	373	1708	1342	328
"GA"	2004	"Fulton County"	"NC11A"	1941	1303	609	1914	1317	526
"GA"	2004	"Fulton County"	"NC11B"						
"GA"	2004	"Fulton County"	"NC12"	1646	1138	494	1620	1206	379
"GA"	2004	"Fulton County"	"NC13"	1624	1086	525	1596	1095	468
"GA"	2004	"Fulton County"	"NC14"	1013	801	203	996	813	151
"GA"	2004	"Fulton County"	"NC15"						
"GA"	2004	"Fulton County"	"NC16"	1252	919	323	1238	922	283
"GA"	2004	"Fulton County"	"NC17"	1462	990	458	1445	1025	382
"GA"	2004	"Fulton County"	"NC18"	1778	1177	593	1743	1198	510
"GA"	2004	"Fulton County"	"NC19"	1245	917	319	1226	947	261
"GA"	2004	"Fulton County"	"NC20"	361	262	97	356	278	67
"GA"	2004	"Fulton County"	"NC21"	1269	984	277	1252	999	223
"GA"	2004	"Fulton County"	"NC22A"	1388	837	536	1358	844	467
"GA"	2004	"Fulton County"	"NC22B"	134	93	41	133	94	33
"GA"	2004	"Fulton County"	"NC23"	1155	761	388	1132	745	363
"GA"	2004	"Fulton County"	"NC24"	988	630	353	970	617	328
"GA"	2004	"Fulton County"	"NC25"	1192	778	408	1177	774	364
"GA"	2004	"Fulton County"	"NC26"	2168	1466	695	2131	1486	601
"GA"	2004	"Fulton County"	"NC27"	1069	829	230	1060	857	179
"GA"	2004	"Fulton County"	"NC28"	817	678	131	811	687	108
"GA"	2004	"Fulton County"	"NC29"	796	516	270	786	513	241
"GA"	2004	"Fulton County"	"PA01"	903	286	614	890	275	600
"GA"	2004	"Fulton County"	"RW01"	2291	1658	609	2259	1689	505
"GA"	2004	"Fulton County"	"RW02"	2021	1348	655	1999	1379	555
"GA"	2004	"Fulton County"	"RW03A"	1391	797	572	1362	802	506
"GA"	2004	"Fulton County"	"RW03B"	470	287	178	461	284	162
"GA"	2004	"Fulton County"	"RW04"	1162	759	393	1155	823	294
"GA"	2004	"Fulton County"	"RW05"	952	512	424	934	528	360
"GA"	2004	"Fulton County"	"RW06"	1368	884	471	1353	931	374
"GA"	2004	"Fulton County"	"RW07A"	222	108	114	212	102	100
"GA"	2004	"Fulton County"	"RW07B"	398	121	275	387	108	263
"GA"	2004	"Fulton County"	"RW08"	1055	758	287	1029	786	228
"GA"	2004	"Fulton County"	"RW09"	1161	913	241	1148	943	187
"GA"	2004	"Fulton County"	"RW10A"	769	575	185	764	579	150
"GA"	2004	"Fulton County"	"RW10B"	1017	682	321	1008	717	247
"GA"	2004	"Fulton County"	"RW11"	1410	868	527	1396	908	441
"GA"	2004	"Fulton County"	"RW12"	2012	1429	564	1982	1454	476
"GA"	2004	"Fulton County"	"RW13"	1954	1340	595	1922	1364	502
"GA"	2004	"Fulton County"	"RW15"	1917	1493	405	1889	1512	333
"GA"	2004	"Fulton County"	"RW16"	1054	739	305	1043	737	267
"GA"	2004	"Fulton County"	"RW17"	1537	845	665	1517	878	551
"GA"	2004	"Fulton County"	"RW18"	1229	905	318	1215	941	254
"GA"	2004	"Fulton County"	"RW19"	843	604	227	834	617	199
"GA"	2004	"Fulton County"	"RW20"	1458	994	454	1442	1020	375
"GA"	2004	"Fulton County"	"RW21"	1729	1204	510	1708	1244	413
"GA"	2004	"Fulton County"	"RW22"	2010	1048	941	1961	1019	865
"GA"	2004	"Fulton County"	"SC01"	1079	99	972	1068	76	970
"GA"	2004	"Fulton County"	"SC02"	933	70	859	915	52	852
"GA"	2004	"Fulton County"	"SC04"	464	318	142	459	317	127
"GA"	2004	"Fulton County"	"SC05"	781	226	552	764	199	556
"GA"	2004	"Fulton County"	"SC06"	651	470	176	635	465	150
"GA"	2004	"Fulton County"	"SC07"	866	336	525	850	316	528
"GA"	2004	"Fulton County"	"SC08A"	1534	143	1389	1516	146	1351
"GA"	2004	"Fulton County"	"SC08B"	48	1	47	48	3	44
"GA"	2004	"Fulton County"	"SC08C"						
"GA"	2004	"Fulton County"	"SC09"	2105	212	1888	2057	122	1903
"GA"	2004	"Fulton County"	"SC10"	715	72	642	698	50	634
"GA"	2004	"Fulton County"	"SC11"	1339	125	1209	1320	90	1210
"GA"	2004	"Fulton County"	"SC12"	723	373	348	715	372	333
"GA"	2004	"Fulton County"	"SC13A"	997	158	836	985	134	832
"GA"	2004	"Fulton County"	"SC13B"	283	68	214	277	57	217
"GA"	2004	"Fulton County"	"SC14"	408	32	373	405	19	382
"GA"	2004	"Fulton County"	"SC16A"	1298	92	1204	1281	64	1199
"GA"	2004	"Fulton County"	"SC16B"	240	23	216	237	16	219
"GA"	2004	"Fulton County"	"SC17"	511	50	461	500	35	460
"GA"	2004	"Fulton County"	"SC18A"	1102	119	980	1090	92	991
"GA"	2004	"Fulton County"	"SC18B"						
"GA"	2004	"Fulton County"	"SC19A"	919	75	840	911	59	840
"GA"	2004	"Fulton County"	"SC19B"						
"GA"	2004	"Fulton County"	"SC21"	356	135	218	342	120	219
"GA"	2004	"Fulton County"	"SC23"	1550	155	1390	1526	135	1380
"GA"	2004	"Fulton County"	"SC27"	1076	95	977	1064	63	989
"GA"	2004	"Fulton County"	"SC29"	1438	105	1329	1409	72	1325
"GA"	2004	"Fulton County"	"SC30"	1007	64	936	998	64	926
"GA"	2004	"Fulton County"	"SS01"	1061	713	338	1053	762	264
"GA"	2004	"Fulton County"	"SS02A"	727	417	296	721	432	259
"GA"	2004	"Fulton County"	"SS02B"	195	109	85	192	118	66
"GA"	2004	"Fulton County"	"SS03"	1010	544	447	992	557	389
"GA"	2004	"Fulton County"	"SS04"	1339	618	707	1318	633	643
"GA"	2004	"Fulton County"	"SS05"	1142	764	367	1132	853	245
"GA"	2004	"Fulton County"	"SS06"	734	507	219	728	556	154
"GA"	2004	"Fulton County"	"SS07"	798	539	250	780	552	203
"GA"	2004	"Fulton County"	"SS08"	883	452	421	860	479	350
"GA"	2004	"Fulton County"	"SS09"	1440	1012	413	1433	1126	285
"GA"	2004	"Fulton County"	"SS10"	1905	1281	603	1890	1415	412
"GA"	2004	"Fulton County"	"SS11"	1805	924	860	1762	927	790
"GA"	2004	"Fulton County"	"SS12"	1213	795	412	1200	835	333
"GA"	2004	"Fulton County"	"SS13"	1326	710	592	1298	748	496
"GA"	2004	"Fulton County"	"SS14A"	857	592	256	847	631	190
"GA"	2004	"Fulton County"	"SS14B"	6	4	2	6	4	2
"GA"	2004	"Fulton County"	"SS15"	1638	559	1058	1608	531	1033
"GA"	2004	"Fulton County"	"SS16"	1376	923	441	1366	1055	277
"GA"	2004	"Fulton County"	"SS17"	1046	752	287	1030	780	228
"GA"	2004	"Fulton County"	"SS18A"	398	273	118	394	287	89
"GA"	2004	"Fulton County"	"SS18B"	77	44	32	77	46	29
"GA"	2004	"Fulton County"	"SS19A"	852	409	431	844	429	377
"GA"	2004	"Fulton County"	"SS19B"	80	60	20	78	64	14
"GA"	2004	"Fulton County"	"SS20"	696	362	331	689	375	294
"GA"	2004	"Fulton County"	"SS21"	774	356	411	766	368	371
"GA"	2004	"Fulton County"	"SS22"	1225	742	470	1196	766	397
"GA"	2004	"Fulton County"	"SS23"	527	333	189	518	362	129
"GA"	2004	"Fulton County"	"SS24"	1238	574	650	1210	576	582
"GA"	2004	"Fulton County"	"SS25"	744	520	220	742	539	190
"GA"	2004	"Fulton County"	"SS26"	1319	454	845	1287	423	799
"GA"	2004	"Fulton County"	"SS28"	623	303	308	606	303	273
"GA"	2004	"Fulton County"	"SS29"	1588	914	650	1547	920	567
"GA"	2004	"Fulton County"	"SS30"	854	646	205	845	689	139
"GA"	2004	"Fulton County"	"SS31"	480	292	183	472	315	145
"GA"	2004	"Fulton County"	"UC01"	1524	159	1363	1510	126	1370
"GA"	2004	"Fulton County"	"UC02"	1636	237	1389	1610	190	1393
"GA"	2004	"Fulton County"	"UC03"	745	324	418	727	316	398
"GA"	2004	"Gilmer County"	"Big Creek"	545	408	127	518	390	104
"GA"	2004	"Gilmer County"	"Boardtown"	478	384	90	462	364	86
"GA"	2004	"Gilmer County"	"Cartecay"	599	454	138	583	433	136
"GA"	2004	"Gilmer County"	"Cherry Log"	437	313	121	412	309	98
"GA"	2004	"Gilmer County"	"East Ellijay"	527	411	112	517	394	114
"GA"	2004	"Gilmer County"	"Ellijay North"	556	427	125	538	399	121
"GA"	2004	"Gilmer County"	"Ellijay Northeast"	476	354	120	468	348	109
"GA"	2004	"Gilmer County"	"Ellijay South"	707	546	159	684	514	146
"GA"	2004	"Gilmer County"	"Leaches"	692	503	179	682	466	192
"GA"	2004	"Gilmer County"	"Mt. Town"	484	373	108	473	349	109
"GA"	2004	"Gilmer County"	"Tails Creek"	636	448	177	618	400	195
"GA"	2004	"Gilmer County"	"Town Creek"	373	280	90	365	265	91
"GA"	2004	"Gilmer County"	"Yukon"	420	315	101	408	308	95
"GA"	2004	"Glascock County"	"Edgehill 1234"	79	69	10	67	58	9
"GA"	2004	"Glascock County"	"Gibson 1167"	320	248	71	287	229	54
"GA"	2004	"Glascock County"	"Mill 1168"	315	272	43	287	237	46
"GA"	2004	"Glascock County"	"Mitchell 1169"	228	177	51	206	163	39
"GA"	2004	"Glynn County"	"Adult Educ 5293"	430	39	388	412	43	362
"GA"	2004	"Glynn County"	"Ballard 4493"	549	423	123	532	411	113
"GA"	2004	"Glynn County"	"Beverly Shore 4393"	1191	687	500	1160	667	472
"GA"	2004	"Glynn County"	"C. B. Greer 3373"	1909	1487	412	1866	1425	408
"GA"	2004	"Glynn County"	"City Rec 5193"	902	411	479	873	406	439
"GA"	2004	"Glynn County"	"College Place 4293"	434	110	321	405	100	297
"GA"	2004	"Glynn County"	"First Bapt Ch. 2173"	186	139	43	183	145	32
"GA"	2004	"Glynn County"	"First Bapt Ch. 2193"	1661	1219	431	1629	1229	356
"GA"	2004	"Glynn County"	"Glyndale 4593"	743	589	149	727	575	135
"GA"	2004	"Glynn County"	"Goodyear Elem 4193"	825	543	273	798	539	241
"GA"	2004	"Glynn County"	"Jekyll Isl 2493"	475	322	152	457	306	137
"GA"	2004	"Glynn County"	"Northside Church 3273"	409	301	106	390	282	97
"GA"	2004	"Glynn County"	"Northside Church 3293"	1269	652	606	1219	618	585
"GA"	2004	"Glynn County"	"Oglethorpe Pt. 2373"	942	755	181	921	763	147
"GA"	2004	"Glynn County"	"Oglethorpe Pt. 3173"	1403	1095	302	1373	1111	251
"GA"	2004	"Glynn County"	"Risley Middle 5393"	502	96	399	474	99	359
"GA"	2004	"Glynn County"	"Satilla Marsh 1303"	752	551	200	717	522	186
"GA"	2004	"Glynn County"	"Satilla Marsh 1393"	1284	1045	236	1252	1024	213
"GA"	2004	"Glynn County"	"Selden Park 5493"	665	209	453	648	189	447
"GA"	2004	"Glynn County"	"St. Williams Ch. 2273"	910	646	251	878	650	206
"GA"	2004	"Glynn County"	"St. Williams Ch. 2293"	1351	1049	294	1315	1066	237
"GA"	2004	"Glynn County"	"Sterling Bapt Ch. 1273"	742	601	136	722	573	137
"GA"	2004	"Glynn County"	"Sterling Bapt Ch. 1293"	712	615	97	685	592	90
"GA"	2004	"Glynn County"	"Sterling Church of God 1173"	1477	1132	338	1432	1096	309
"GA"	2004	"Gordon County"	"1055 Plainville"	758	570	180	731	497	210
"GA"	2004	"Gordon County"	"1056 Sonoraville"	1803	1419	370	1767	1332	397
"GA"	2004	"Gordon County"	"1057 Ranger"	300	232	67	295	221	67
"GA"	2004	"Gordon County"	"1063 Pine Chapel"	420	312	106	408	300	100
"GA"	2004	"Gordon County"	"1064 Oostanaula"	325	208	116	314	207	100
"GA"	2004	"Gordon County"	"1235 Oakman"	408	283	123	398	264	124
"GA"	2004	"Gordon County"	"1595 Hill City"	121	94	26	119	95	22
"GA"	2004	"Gordon County"	"849-A County"	2070	1530	526	1989	1420	527
"GA"	2004	"Gordon County"	"849-B City"	2439	1738	687	2369	1644	668
"GA"	2004	"Gordon County"	"856 Lily Pond"	573	434	131	556	409	129
"GA"	2004	"Gordon County"	"874 Fairmount"	626	477	141	598	462	123
"GA"	2004	"Gordon County"	"973 Red Bud"	903	711	189	880	659	206
"GA"	2004	"Gordon County"	"980 Resaca"	477	352	123	452	320	118
"GA"	2004	"Gordon County"	"Sugar Valley"	571	438	131	551	425	120
"GA"	2004	"Grady County"	"Blowing Cave"	333	267	65	312	236	71
"GA"	2004	"Grady County"	"Cairo 04"	947	171	771	884	168	696
"GA"	2004	"Grady County"	"Cairo 05"	883	579	303	822	497	303
"GA"	2004	"Grady County"	"Duncanville"	219	120	99	200	109	86
"GA"	2004	"Grady County"	"Higdon"	421	245	172	381	195	175
"GA"	2004	"Grady County"	"Lime Sink"	155	112	42	148	108	36
"GA"	2004	"Grady County"	"Midway"	520	398	119	482	351	114
"GA"	2004	"Grady County"	"Pine Park"	278	197	79	260	183	71
"GA"	2004	"Grady County"	"Ragan"	285	169	114	253	134	113
"GA"	2004	"Grady County"	"Spence"	302	233	68	287	209	65
"GA"	2004	"Grady County"	"Springhill"	262	219	43	239	192	42
"GA"	2004	"Grady County"	"Whigham"	537	359	177	484	306	166
"GA"	2004	"Grady County"	"Woodland"	583	451	126	548	403	128
"GA"	2004	"Greene County"	"001 Harbins A"	2577	2032	521	2533	1968	512
"GA"	2004	"Greene County"	"002 Rockbridge A"	1415	782	619	1393	762	587
"GA"	2004	"Greene County"	"003 Dacula"	2139	1551	581	2101	1490	582
"GA"	2004	"Greene County"	"004 Suwanee A"	2236	1632	589	2194	1605	534
"GA"	2004	"Greene County"	"005 Baycreek A"	869	628	234	854	595	233
"GA"	2004	"Greene County"	"006 Goodwins A"	1827	1202	605	1788	1142	584
"GA"	2004	"Greene County"	"007 Duluth A"	2088	1384	686	2053	1378	613
"GA"	2004	"Greene County"	"008 Duncans A"	2816	2344	458	2773	2308	426
"GA"	2004	"Greene County"	"009 Pucketts A"	2508	1987	503	2470	1910	505
"GA"	2004	"Greene County"	"010 Cates A"	1978	1487	480	1955	1460	452
"GA"	2004	"Greene County"	"011 Berkshire A"	948	475	464	910	455	419
"GA"	2004	"Greene County"	"012 Berkshire B"	1814	842	960	1775	821	900
"GA"	2004	"Greene County"	"013 Berkshire K"	353	199	149	338	186	136
"GA"	2004	"Greene County"	"014 Garners A"	1943	1410	507	1920	1398	449
"GA"	2004	"Greene County"	"015 Lawrenceville A"	1307	876	418	1285	850	401
"GA"	2004	"Greene County"	"016 Lawrenceville B"	1717	1004	702	1684	953	677
"GA"	2004	"Greene County"	"017 Martins A"	912	380	526	883	348	513
"GA"	2004	"Greene County"	"018 Martins B"	787	513	262	769	479	261
"GA"	2004	"Greene County"	"019 Martins C"	1120	756	353	1103	744	317
"GA"	2004	"Greene County"	"020 Pinckneyville A"	716	214	490	704	189	484
"GA"	2004	"Greene County"	"021 Pinckneyville B"	585	281	298	566	255	292
"GA"	2004	"Greene County"	"022 Pinckneyville C"	1003	631	360	979	651	303
"GA"	2004	"Greene County"	"023 Pinckneyville D"	991	334	643	935	302	604
"GA"	2004	"Greene County"	"024 Sugar Hill A"	823	471	346	804	446	338
"GA"	2004	"Greene County"	"025 Sugar Hill B"	1978	1472	492	1940	1411	478
"GA"	2004	"Greene County"	"026 Hog Mountain A"	1307	879	423	1270	843	406
"GA"	2004	"Greene County"	"027 Hog Mountain B"	2793	2140	630	2753	2039	646
"GA"	2004	"Greene County"	"028 Rockycreek A"	1096	873	208	1084	845	208
"GA"	2004	"Greene County"	"029 Cates B"	951	713	231	942	707	209
"GA"	2004	"Greene County"	"030 Cates C"	669	479	187	656	449	185
"GA"	2004	"Greene County"	"031 Berkshire C"	726	510	208	713	502	194
"GA"	2004	"Greene County"	"032 Berkshire D"	1453	1071	364	1436	1050	338
"GA"	2004	"Greene County"	"033 Berkshire E"	1177	873	293	1158	855	271
"GA"	2004	"Greene County"	"034 Berkshire F"	808	467	331	787	434	324
"GA"	2004	"Greene County"	"035 Cates D"	1651	1179	452	1622	1130	447
"GA"	2004	"Greene County"	"036 Cates E"	1589	1092	477	1574	1101	429
"GA"	2004	"Greene County"	"037 Pinckneyville E"	733	248	477	719	240	450
"GA"	2004	"Greene County"	"038 Pinckneyville F"	489	287	194	469	260	190
"GA"	2004	"Greene County"	"039 Pinckneyville G"	1237	733	492	1208	712	454
"GA"	2004	"Greene County"	"040 Pinckneyville H"	1680	1054	615	1650	1055	542
"GA"	2004	"Greene County"	"041 Baycreek B"	2734	1921	785	2698	1854	789
"GA"	2004	"Greene County"	"042 Lawrenceville C"	1366	1024	330	1352	1000	322
"GA"	2004	"Greene County"	"043 Martins D"	802	335	464	789	309	456
"GA"	2004	"Greene County"	"044 Rockbridge B"	1673	994	666	1648	935	668
"GA"	2004	"Greene County"	"045 Garners B"	1943	1128	799	1920	1095	771
"GA"	2004	"Greene County"	"046 Cates F"	1030	779	247	1013	775	215
"GA"	2004	"Greene County"	"047 Cates G"	1589	1283	294	1568	1275	264
"GA"	2004	"Greene County"	"048 Duluth B"	1676	1104	553	1650	1086	510
"GA"	2004	"Greene County"	"049 Garners C"	1011	617	381	994	611	353
"GA"	2004	"Greene County"	"050 Pinckneyville I"	727	351	367	709	337	354
"GA"	2004	"Greene County"	"051 Pinckneyville J"	658	215	436	649	188	440
"GA"	2004	"Greene County"	"052 Berkshire G"	901	653	231	887	652	205
"GA"	2004	"Greene County"	"053 Cates H"	1444	863	571	1416	815	566
