state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"CULLMAN"	"FRIENDSHIP METHODIST CHURCH"	4		189	722	919	168	733	902	159	745	906			
"AL"	2004	"CULLMAN"	"GARDEN CITY TOWN HALL"	4		74	325	407	67	330	397	67	334	401			
"AL"	2004	"CULLMAN"	"GOLD RIDGE COMMUNITY CENTER"	4		164	615	780	140	634	774	144	629	773			
"AL"	2004	"CULLMAN"	"GOOD HOPE TOWN HALL"	4		213	878	1095	188	893	1084	184	893	1080			
"AL"	2004	"CULLMAN"	"GRANDVIEW COMMUNITY CENTER"	4		62	218	281	54	224	278	50	227	277			
"AL"	2004	"CULLMAN"	"HANCEVILLE CITY HALL"	4		352	1069	1435	317	1092	1410	323	1088	1411			
"AL"	2004	"CULLMAN"	"HOLLY POND TOWN HALL"	4		232	1118	1360	214	1116	1331	207	1128	1336			
"AL"	2004	"CULLMAN"	"JONES CHAPEL FIRE DEPARTMENT"	4		219	717	944	213	715	933	206	725	933			
"AL"	2004	"CULLMAN"	"JOPPA VOLUNTEER FIRE DEPT_"	4		129	311	444	114	320	435	116	315	431			
"AL"	2004	"CULLMAN"	"KELLEY COMMUNITY CENTER"	4		178	621	804	140	652	795	127	669	797			
"AL"	2004	"CULLMAN"	"LOGAN FIRE DEPARTMENT"	4		69	250	321	73	241	314	63	255	319			
"AL"	2004	"CULLMAN"	"MOODY TOWN UNION HILL CHURCH"	4		34	87	124	37	86	123	36	86	122			
"AL"	2004	"CULLMAN"	"NEW CANAAN FMX BUILDING"	4		124	367	491	111	369	481	114	362	477			
"AL"	2004	"CULLMAN"	"PROVIDENCE FIRE DEPARTMENT"	4		167	550	720	137	570	707	146	561	707			
"AL"	2004	"CULLMAN"	"PROVISIONAL"	4		23	35	58	21	40	61	21	39	60			
"AL"	2004	"CULLMAN"	"SIMCOE COMMUNITY CENTER"	4		101	397	510	95	408	503	95	410	505			
"AL"	2004	"CULLMAN"	"STEPPVILLE FIRE STATION"	4		173	542	722	160	552	715	152	560	713			
"AL"	2004	"CULLMAN"	"STOUTS MOUNTAIN CHURCH"	4		58	104	166	54	108	162	57	107	164			
"AL"	2004	"CULLMAN"	"TRIMBLE FIRE STATION"	4		101	392	496	97	396	493	99	394	493			
"AL"	2004	"CULLMAN"	"VALLEY GROVE COMMUNITY CENTER"	4		153	586	746	146	596	744	152	585	739			
"AL"	2004	"CULLMAN"	"VINEMONT-FIRE DEPT_"	4		331	950	1295	266	1016	1288	287	994	1285			
"AL"	2004	"CULLMAN"	"WALTER COMMUNITY CENTER"	4		128	416	547	102	425	527	105	422	527			
"AL"	2004	"CULLMAN"	"WELTI FIRESTATION"	4		76	268	344	71	271	343	72	269	342			
"AL"	2004	"CULLMAN"	"WEST POINT COMMUNITY CENTER"	4		213	873	1093	193	891	1084	178	900	1080			
"AL"	2004	"CULLMAN"	"WHITE CITY COMMUNITY CENTER"	4		137	638	781	116	655	771	124	643	767			
"AL"	2004	"DALE"	"ABSENTEE VOTERS"	2		211	689	907	167	698	867	165	701	867			
"AL"	2004	"DALE"	"ARGUTA-VOTING HOUSE"	2		34	102	137	30	105	135	21	116	137			
"AL"	2004	"DALE"	"ARITON-CITY HALL"	2		121	447	570	94	458	554	91	460	552			
"AL"	2004	"DALE"	"BERTHA-VOTING HALL"	2		34	204	239	26	202	229	25	213	238			
"AL"	2004	"DALE"	"CLAYHATCHEE-COMMUNITY HOUSE"	2		80	330	417	53	349	403	54	356	410			
"AL"	2004	"DALE"	"CLOPTON-VOTING HALL"	2		17	98	116	9	106	115	9	107	116			
"AL"	2004	"DALE"	"DALEVILLE-CULT_ & CON_ CTR_ .1"	2		205	475	686	170	506	676	165	511	677			
"AL"	2004	"DALE"	"DALEVILLE-CULT_ & CON_ CTR_ .2"	2		325	740	1074	289	765	1055	266	792	1058			
"AL"	2004	"DALE"	"ECHO-VOTING HALL"	2		82	666	751	58	673	731	53	680	734			
"AL"	2004	"DALE"	"EWELL-VOTING HALL"	2		225	782	1015	192	807	1000	174	826	1002			
"AL"	2004	"DALE"	"FORT RUCKER ELEMENTARY SCHOOL"	2		104	316	423	98	280	382	99	278	379			
"AL"	2004	"DALE"	"GRIMES-COMMUNITY CENTER"	2		130	448	582	106	449	557	99	460	560			
"AL"	2004	"DALE"	"LEVEL PLAINS-COMMUNITY CENTER"	2		369	1011	1389	333	1029	1363	300	1061	1362			
"AL"	2004	"DALE"	"MARLEY MILL-FORESTRY COMM_"	2		206	748	962	179	771	951	173	780	953			
"AL"	2004	"DALE"	"MIDLAND CITY-VOTING HALL"	2		266	532	803	238	535	774	211	568	779			
"AL"	2004	"DALE"	"NEWTON-CITY HALL"	2		144	746	896	130	749	879	122	761	884			
"AL"	2004	"DALE"	"OZARK CENTER 1 <EAST A-G> .1"	2		306	708	1022	256	756	1013	228	788	1016			
"AL"	2004	"DALE"	"OZARK CENTER 1 <EAST A-G> .2"	2		280	574	862	225	625	853	215	639	856			
"AL"	2004	"DALE"	"OZARK CENTER 2 MEM_ LIB H-L"	2		305	698	1008	265	720	987	253	733	989			
"AL"	2004	"DALE"	"OZARK CENTER 3 <WEST M-Z> .1"	2		479	1114	1601	399	1172	1575	382	1190	1574			
"AL"	2004	"DALE"	"OZARK CENTER 3 <WEST M-Z> .2"	2		174	536	719	144	559	705	137	571	709			
"AL"	2004	"DALE"	"PINCKARD-CITY HALL"	2		183	717	906	163	724	890	151	735	886			
"AL"	2004	"DALE"	"PROVISIONAL"			0	0	0	0	0	0						
"AL"	2004	"DALE"	"ROCKY HEAD-COMMUNITY HOUSE"	2		71	402	474	61	407	468	55	413	468			
"AL"	2004	"DALE"	"SKIPPERVILLE-VOTING HALL"	2		114	362	477	91	377	468	91	380	471			
"AL"	2004	"DALE"	"SYLVAN GROVE-VOTING HALL"	2		14	169	183	14	166	180	17	163	180			
"AL"	2004	"DALLAS"	"ABSENTEE VOTERS"	7		368	378	747	327	411	739	473	231	705			
"AL"	2004	"DALLAS"	"BELOIT COMMUNITY CENTER"	7		102	9	111	93	15	108	102	5	107			
"AL"	2004	"DALLAS"	"BROAD STREET FIRE STATION"	7		306	11	317	259	43	302	297	6	303			
"AL"	2004	"DALLAS"	"BROWNS-NEW FRIENDSHIP CHURCH"	7		48	40	88	44	44	88	55	32	87			
"AL"	2004	"DALLAS"	"BYRD SCHOOL"	7		628	221	852	541	294	836	702	127	830			
"AL"	2004	"DALLAS"	"CAHABA ROAD FIRE STATION"	7		569	379	950	451	475	926	683	236	919			
"AL"	2004	"DALLAS"	"CARLOWVILLE MINTER-VFD"	7		216	68	284	185	86	271	225	43	268			
"AL"	2004	"DALLAS"	"CARVER NEIGHBORHOOD CENTER"	7		335	22	358	289	46	336	323	14	337			
"AL"	2004	"DALLAS"	"COURTHOUSE"	7		141	164	309	104	193	297	200	99	300			
"AL"	2004	"DALLAS"	"EASTEND FIRE STATION"	7		572	23	595	505	69	574	559	19	578			
"AL"	2004	"DALLAS"	"GOOD HOPE CHURCH"	7		28	47	75	24	50	74	45	28	73			
"AL"	2004	"DALLAS"	"MARION JCT_-BLACKBELT EXPER_ST"	7		175	103	280	138	137	275	205	68	273			
"AL"	2004	"DALLAS"	"MEMORIAL STADIUM"	7		83	589	679	57	611	668	304	336	641			
"AL"	2004	"DALLAS"	"MT_ ZION CHURCH"	7		354	311	669	308	342	650	439	206	647			
"AL"	2004	"DALLAS"	"NORTHERN HTS_ PRES_ CHURCH"	7		740	38	779	648	94	742	719	27	747			
"AL"	2004	"DALLAS"	"OLD NATIONAL GUARD ARMORY"	7		126	698	825	98	717	817	360	419	782			
"AL"	2004	"DALLAS"	"ORRVILLE COMMUNITY CENTER"	7		639	223	866	559	289	848	686	151	837			
"AL"	2004	"DALLAS"	"PLANTERSVILLE VOL_ FIRE DEPT"	7		118	191	310	88	217	305	154	148	302			
"AL"	2004	"DALLAS"	"PROVISIONAL"	7		30	17	47	27	22	49	36	11	47			
"AL"	2004	"DALLAS"	"QUEEN OF PEACE SCHOOL"	7		273	86	361	234	122	356	309	48	357			
"AL"	2004	"DALLAS"	"RANGEDALE CENTER"	7		650	36	686	561	95	656	651	14	665			
"AL"	2004	"DALLAS"	"SAFFORD COMMUNITY CENTER"	7		101	53	154	92	62	154	130	21	151			
"AL"	2004	"DALLAS"	"SELMA MALL"	7		368	48	416	301	104	406	371	35	406			
"AL"	2004	"DALLAS"	"SELMONT WATER WORKS"	7		256	89	347	211	128	339	261	74	335			
"AL"	2004	"DALLAS"	"SHILOH SCHOOL BUILDING"	7		379	144	524	315	184	499	403	95	498			
"AL"	2004	"DALLAS"	"SUMMERFIELD VOLUNTEER FIRE"	7		161	336	499	125	365	492	247	233	481			
"AL"	2004	"DALLAS"	"TIPTON SCHOOL"	7		1497	145	1644	1320	286	1607	1527	83	1611			
"AL"	2004	"DALLAS"	"TYLER COMMUNITY CENTER"	7		78	195	273	67	200	267	130	131	262			
"AL"	2004	"DALLAS"	"UNION-NEW NATIONAL GUARD"	7		135	555	696	112	574	688	282	393	676			
"AL"	2004	"DALLAS"	"UNION-OLD NATIONAL GUARD"	7		446	759	1211	374	819	1194	685	484	1169			
"AL"	2004	"DALLAS"	"VALLEY GRANDE COMMUNITY CENTER"	7		466	1111	1581	384	1184	1570	766	759	1530			
"AL"	2004	"DALLAS"	"WOODROW AVE_ FIRE STATION"	7		787	246	1040	653	364	1019	866	151	1017			
"AL"	2004	"DEKALB"	"Absentee"	4		311	624	938	295	632	928	299	626	926			
"AL"	2004	"DEKALB"	"Beat 1 Box 1"	4		77	240	318	54	241	295	54	246	300			
"AL"	2004	"DEKALB"	"Beat 10 Box 1"	4		175	560	737	128	554	682	136	559	695			
"AL"	2004	"DEKALB"	"Beat 11 Box 1"	4		156	211	368	135	206	341	138	200	338			
"AL"	2004	"DEKALB"	"Beat 11 Box 2"	4		119	247	368	104	238	342	97	250	347			
"AL"	2004	"DEKALB"	"Beat 13 Box 1"	4		59	76	140	54	78	132	55	79	134			
"AL"	2004	"DEKALB"	"Beat 14 Box 1"	4		141	322	468	114	317	431	116	321	437			
"AL"	2004	"DEKALB"	"Beat 14 Box 2"	4		102	277	381	91	266	357	93	267	360			
"AL"	2004	"DEKALB"	"Beat 15 Box 1"	4		110	231	342	93	238	331	106	228	334			
"AL"	2004	"DEKALB"	"Beat 15 Box 2A"	4		116	320	436	99	313	412	102	317	419			
"AL"	2004	"DEKALB"	"Beat 15 Box 2B"	4		134	310	447	100	322	422	112	322	434			
"AL"	2004	"DEKALB"	"Beat 15 Box 3A"	4		172	473	652	134	471	605	139	476	615			
"AL"	2004	"DEKALB"	"Beat 15 Box 3B"	4		103	234	339	83	230	313	88	230	318			
"AL"	2004	"DEKALB"	"Beat 16 Box 1"	4		98	311	416	75	321	396	78	319	397			
"AL"	2004	"DEKALB"	"Beat 16 Box 2"	4		33	81	114	27	79	106	28	78	106			
"AL"	2004	"DEKALB"	"Beat 16 Box 3A"	4		111	391	506	82	396	478	88	394	482			
"AL"	2004	"DEKALB"	"Beat 16 Box 3B"	4		112	318	435	78	324	402	74	334	408			
"AL"	2004	"DEKALB"	"Beat 16 Box 3C"	4		102	319	424	79	313	392	82	310	392			
"AL"	2004	"DEKALB"	"Beat 16 Box 3D"	4		205	530	744	163	535	698	164	538	702			
"AL"	2004	"DEKALB"	"Beat 16 Box 4"	4		145	290	439	132	267	399	134	277	411			
"AL"	2004	"DEKALB"	"Beat 17 Box 1"	4		78	195	276	61	187	248	64	189	253			
"AL"	2004	"DEKALB"	"Beat 17 Box 2"	4		91	149	242	73	152	225	72	156	228			
"AL"	2004	"DEKALB"	"Beat 17 Box 3"	4		64	106	170	56	104	160	62	98	160			
"AL"	2004	"DEKALB"	"Beat 18 Box 1A"	4		79	264	346	59	264	323	64	272	336			
"AL"	2004	"DEKALB"	"Beat 18 Box 1B"	4		94	233	329	78	235	313	84	232	316			
"AL"	2004	"DEKALB"	"Beat 18 Box 1C"	4		77	223	302	63	225	288	70	222	292			
"AL"	2004	"DEKALB"	"Beat 18 Box 2"	4		143	224	369	111	233	344	118	223	341			
"AL"	2004	"DEKALB"	"Beat 18 Box 3"	4		127	271	400	100	272	372	119	262	381			
"AL"	2004	"DEKALB"	"Beat 18 Box 4"	4		87	240	328	74	240	314	77	242	319			
"AL"	2004	"DEKALB"	"Beat 19 Box 1"	4		51	97	148	41	102	143	38	104	142			
"AL"	2004	"DEKALB"	"Beat 19 Box 2A"	4		165	370	538	130	360	490	131	359	490			
"AL"	2004	"DEKALB"	"Beat 19 Box 2B"	4		144	325	470	109	318	427	113	316	429			
"AL"	2004	"DEKALB"	"Beat 19 Box 3"	4		54	151	206	50	146	196	55	140	195			
"AL"	2004	"DEKALB"	"Beat 2 Box 1"	4		95	343	444	69	334	403	81	333	414			
"AL"	2004	"DEKALB"	"Beat 20 Box 1"	4		83	219	305	67	218	285	79	211	290			
"AL"	2004	"DEKALB"	"Beat 20 Box 2"	4		100	276	379	76	281	357	82	282	364			
"AL"	2004	"DEKALB"	"Beat 21 Box 1"	4		219	442	667	175	463	638	185	455	640			
"AL"	2004	"DEKALB"	"Beat 22 Box 1"	4		17	47	65	15	48	63	14	50	64			
"AL"	2004	"DEKALB"	"Beat 23 Box 1"	4		54	131	186	51	124	175	54	121	175			
"AL"	2004	"DEKALB"	"Beat 23 Box 2"	4		67	133	203	61	137	198	63	135	198			
"AL"	2004	"DEKALB"	"Beat 24 Box 1"	4		52	111	163	50	107	157	49	105	154			
"AL"	2004	"DEKALB"	"Beat 24 Box 2"	4		74	220	297	58	222	280	58	221	279			
"AL"	2004	"DEKALB"	"Beat 24 Box 3"	4		56	63	119	45	68	113	52	63	115			
"AL"	2004	"DEKALB"	"Beat 25 Box 1"	4		57	122	179	48	120	168	49	124	173			
"AL"	2004	"DEKALB"	"Beat 25 Box 2A"	4		105	235	342	89	237	326	88	234	322			
"AL"	2004	"DEKALB"	"Beat 25 Box 2A1"	4		124	234	358	97	241	338	104	240	344			
"AL"	2004	"DEKALB"	"Beat 25 Box 2B"	4		83	136	219	60	147	207	66	144	210			
"AL"	2004	"DEKALB"	"Beat 25 Box 3"	4		23	72	96	18	73	91	20	73	93			
"AL"	2004	"DEKALB"	"Beat 26 Box 1"	4		107	219	327	95	215	310	98	216	314			
"AL"	2004	"DEKALB"	"Beat 26 Box 2"	4		75	95	170	64	101	165	63	102	165			
"AL"	2004	"DEKALB"	"Beat 27 Box 1"	4		53	138	193	54	130	184	59	126	185			
"AL"	2004	"DEKALB"	"Beat 27 Box 2"	4		178	406	588	158	393	551	150	411	561			
"AL"	2004	"DEKALB"	"Beat 27 Box 3"	4		36	98	135	30	92	122	35	91	126			
"AL"	2004	"DEKALB"	"Beat 28 Box 1"	4		123	338	465	101	333	434	105	340	445			
"AL"	2004	"DEKALB"	"Beat 3 Box 1"	4		17	63	82	14	60	74	13	63	76			
"AL"	2004	"DEKALB"	"Beat 30 Box 1"	4		94	142	238	90	140	230	93	138	232			
"AL"	2004	"DEKALB"	"Beat 4 Box 1"	4		25	80	106	26	75	101	25	77	102			
"AL"	2004	"DEKALB"	"Beat 5 Box 1"	4		40	74	115	34	72	106	34	75	109			
"AL"	2004	"DEKALB"	"Beat 6 Box 1"	4		115	226	343	79	230	309	84	231	315			
"AL"	2004	"DEKALB"	"Beat 6 Box 2"	4		64	132	197	57	125	182	60	130	190			
"AL"	2004	"DEKALB"	"Beat 7 Box 1"	4		34	97	133	25	97	122	31	94	125			
"AL"	2004	"DEKALB"	"Beat 8 Box 1"	4		37	161	200	28	161	189	30	164	194			
"AL"	2004	"DEKALB"	"Beat 9 Box 1A"	4		60	134	195	45	136	181	49	132	181			
"AL"	2004	"DEKALB"	"Beat 9 Box 1B"	4		58	141	200	45	136	181	47	139	186			
"AL"	2004	"DEKALB"	"Beat 9 Box 1C"	4		66	140	208	55	128	183	62	131	193			
"AL"	2004	"DEKALB"	"Beat 9 Box 2A"	4		36	69	106	27	71	98	26	71	97			
"AL"	2004	"DEKALB"	"Beat 9 Box 2B"	4		32	62	94	26	61	87	26	64	90			
"AL"	2004	"DEKALB"	"Beat 9 Box 3A"	4		71	167	239	58	168	226	66	164	230			
"AL"	2004	"DEKALB"	"Beat 9 Box 3B"	4		75	185	261	55	187	242	60	189	249			
"AL"	2004	"DEKALB"	"Beat 9 Box 4"	4		80	228	309	58	234	292	63	234	297			
"AL"	2004	"DEKALB"	"Beat 9 Box 5"	4		68	239	315	49	242	291	51	243	294			
"AL"	2004	"DEKALB"	"Beat 9 Box 6A"	4		84	145	231	65	137	202	64	145	209			
"AL"	2004	"DEKALB"	"Beat 9 Box 6B"	4		99	105	206	75	99	174	77	101	178			
"AL"	2004	"DEKALB"	"Beat 9 Box 6C"	4		64	247	314	44	239	283	54	233	287			
"AL"	2004	"DEKALB"	"Beat 9 Box 7B"	4		88	227	316	69	227	296	76	225	301			
"AL"	2004	"DEKALB"	"Beat 9 Box 8"	4		80	216	299	49	234	283	63	221	284			
"AL"	2004	"DEKALB"	"Beat 9 Box 9"	4		89	330	423	74	314	388	79	311	390			
"AL"	2004	"ELMORE"	"ABSENTEE VOTERS"	2		213	682	897	176	692	871	182	674	857			
"AL"	2004	"ELMORE"	"ASBURY KENT COMMUNITY CENTER"	2		103	492	598	71	516	587	75	507	582			
"AL"	2004	"ELMORE"	"BLUE RIDGE BAPTIST CHURCH"	2		139	731	875	102	759	861	99	755	855			
"AL"	2004	"ELMORE"	"BUYCK FIRE DEPARTMENT"	2		154	639	795	120	658	779	121	651	773			
"AL"	2004	"ELMORE"	"COOSADA CITY HALL"	2		281	436	720	227	472	702	236	458	696			
"AL"	2004	"ELMORE"	"CRENSHAW PARK"	2		310	115	425	274	134	408	263	142	406			
"AL"	2004	"ELMORE"	"DEATSVILLE VOL_ FIRE HOUSE"	2		43	266	311	34	271	306	33	274	307			
"AL"	2004	"ELMORE"	"ECLECTIC FIRE STATION"	2		240	622	872	219	626	847	217	614	835			
"AL"	2004	"ELMORE"	"FAIN PARK - WETUMPKA"	2		525	734	1266	458	782	1241	457	770	1229			
"AL"	2004	"ELMORE"	"FITZPATRICK COMMUNITY HOUSE"	2		207	660	872	183	668	853	176	673	850			
"AL"	2004	"ELMORE"	"FRIENDSHIP FIRE DEPARTMENT"	2		141	378	522	124	390	514	128	383	512			
"AL"	2004	"ELMORE"	"HOLTVILLE CAINS CHAPEL"	2		193	1202	1398	168	1209	1379	150	1214	1368			
"AL"	2004	"ELMORE"	"KOWALIGA FIRE DEPARTMENT 2"	2		120	496	619	86	526	612	100	508	608			
"AL"	2004	"ELMORE"	"MILLBROOK MEMORIAL PARK .1"	2		443	960	1408	381	997	1379	378	992	1370			
"AL"	2004	"ELMORE"	"MILLBROOK MEMORIAL PARK .2"	2		350	644	1001	311	662	977	310	661	973			
"AL"	2004	"ELMORE"	"MULDER MEM METHODIST CHURCH .1"	2		296	1361	1661	233	1406	1643	236	1399	1635			
"AL"	2004	"ELMORE"	"MULDER MEM METHODIST CHURCH .2"	2		116	640	758	95	649	744	97	642	739			
"AL"	2004	"ELMORE"	"NEW HOPE CHURCH"	2		95	527	625	77	538	615	90	519	610			
"AL"	2004	"ELMORE"	"PLEASANT HILL COMMUNITY CENTER"	2		100	714	821	95	714	810	94	711	805			
"AL"	2004	"ELMORE"	"PROVISIONAL"	2		9	21	30	9	20	29	9	20	29			
"AL"	2004	"ELMORE"	"REDHILL VOTING HOUSE"	2		79	381	465	64	394	458	66	387	454			
"AL"	2004	"ELMORE"	"ROCK SPRINGS VOTING HOUSE"	2		90	288	379	77	297	374	69	305	375			
"AL"	2004	"ELMORE"	"SANTUCK COMMUNITY CENTER"	2		228	642	873	190	660	850	182	666	849			
"AL"	2004	"ELMORE"	"SEMAN COMMUNITY CENTER"	2		87	544	637	72	553	629	66	555	624			
"AL"	2004	"ELMORE"	"TALLASSEE NATIONAL GUARD"	2		384	1218	1615	308	1284	1594	316	1264	1582			
"AL"	2004	"ELMORE"	"TITUS COMMUNITY CENTER"	2		72	255	335	57	271	329	59	266	326			
"AL"	2004	"ELMORE"	"VICTORY BAPTIST SCHOOL .1"	2		348	1569	1926	302	1600	1903	307	1584	1891			
"AL"	2004	"ELMORE"	"VICTORY BAPTIST SCHOOL .2"	2		422	2162	2592	337	2231	2571	362	2198	2561			
"AL"	2004	"ELMORE"	"WALLSBORO FIRE DEPARTMENT"	2		225	703	933	200	710	912	201	704	907			
"AL"	2004	"ELMORE"	"WEOKA VOTING HOUSE"	2		34	295	331	30	285	315	24	292	316			
"AL"	2004	"ELMORE"	"WETUMPKA ARMORY"	2		424	1679	2120	339	1750	2094	357	1717	2078			
"AL"	2004	"ESCAMBIA"	"ABSENTEE VOTERS"	1		114	297	414	105	292	397	110	289	399			
"AL"	2004	"ESCAMBIA"	"ALCO J_D_ JC MUSEUM"	1		142	248	393	118	257	376	143	231	375			
"AL"	2004	"ESCAMBIA"	"APPLETON VOL_FIRE DEPARTMENT"	1		67	336	404	53	327	380	72	317	389			
"AL"	2004	"ESCAMBIA"	"ATMORE CITY HALL .1"	1		214	22	236	203	28	231	204	31	235			
"AL"	2004	"ESCAMBIA"	"ATMORE CITY HALL .2"	1		358	28	386	348	32	380	345	36	382			
"AL"	2004	"ESCAMBIA"	"ATMORE COUNTY SHOP"	1		65	121	186	58	124	182	59	125	184			
"AL"	2004	"ESCAMBIA"	"BARNETTS C_R_ ROBINSONS STORE"	1		5	120	125	5	114	119	9	111	120			
"AL"	2004	"ESCAMBIA"	"BETHEL ROBERTS CO VOTING HOUSE"	1		12	72	84	11	62	74	9	67	76			
"AL"	2004	"ESCAMBIA"	"BRADLEY - ROCK CREEK"	1		8	63	71	8	58	66	8	56	64			
"AL"	2004	"ESCAMBIA"	"BREWTON CIVIC CENTER .1"	1		637	920	1565	585	929	1515	624	902	1526			
"AL"	2004	"ESCAMBIA"	"BREWTON CIVIC CENTER .2"	1		187	351	538	164	358	523	171	356	527			
"AL"	2004	"ESCAMBIA"	"CANOE CIVIC CLUB BUILDING"	1		38	248	288	40	235	275	60	225	285			
"AL"	2004	"ESCAMBIA"	"DAMASCUS BOYKIN SCHOOL"	1		140	129	270	131	122	253	140	114	254			
"AL"	2004	"ESCAMBIA"	"DIXIE VOLUNTEER FIRE DEPT_"	1		9	29	38	7	29	36	7	29	36			
"AL"	2004	"ESCAMBIA"	"FLOMATON COMMUNITY HOUSE"	1		121	302	424	102	292	395	120	275	397			
"AL"	2004	"ESCAMBIA"	"FLOMATON TOWN HALL"	1		65	337	405	60	326	387	71	324	396			
"AL"	2004	"ESCAMBIA"	"HUXFORD MASONIC LODGE"	1		20	182	204	24	170	194	28	165	193			
"AL"	2004	"ESCAMBIA"	"KIRKLAND NORTH BREWTON SCHOOL"	1		107	364	473	97	366	463	123	342	466			
"AL"	2004	"ESCAMBIA"	"LITTLE ESCAMBIA VOTING HOUSE"	1		25	189	218	21	187	208	32	179	211			
"AL"	2004	"ESCAMBIA"	"LITTLE ROCK STORE"	1		13	79	93	13	75	88	14	75	89			
"AL"	2004	"ESCAMBIA"	"MCCALL SCHOOL"	1		77	441	523	67	434	502	78	425	505			
"AL"	2004	"ESCAMBIA"	"MCCULLOGH VFD"	1		55	192	248	56	179	235	66	175	241			
"AL"	2004	"ESCAMBIA"	"NOKOMIS VOTING HOUSE"	1		29	225	256	34	209	243	43	208	251			
"AL"	2004	"ESCAMBIA"	"PINEVIEW VOTING HOUSE"	1		20	130	151	14	131	145	23	123	146			
"AL"	2004	"ESCAMBIA"	"PLEASANT HILL"	1		391	302	697	371	311	682	396	292	688			
"AL"	2004	"ESCAMBIA"	"POARCH SAIL CENTER"	1		91	147	239	90	139	229	99	140	239			
"AL"	2004	"ESCAMBIA"	"POLLARD TOWN HALL"	1		60	198	259	63	184	248	78	170	248			
"AL"	2004	"ESCAMBIA"	"PROVISIONAL"			0	0	0	0	0	0						
"AL"	2004	"ESCAMBIA"	"RACHEL PATTERSON SCHOOL"	1		104	463	572	81	476	559	103	455	560			
"AL"	2004	"ESCAMBIA"	"RIVERVIEW TOWN HALL"	1		41	246	287	33	235	269	51	224	275			
"AL"	2004	"ESCAMBIA"	"ROCK HILL RIDGE ROAD FIRE DEPT"	1		85	146	231	77	149	226	84	144	228			
"AL"	2004	"ESCAMBIA"	"SENIOR CITIZEN CENTER"	1		268	651	928	243	650	893	281	617	898			
"AL"	2004	"ESCAMBIA"	"STAFF CHEVROLET .1"	1		116	440	560	99	443	542	119	434	553			
"AL"	2004	"ESCAMBIA"	"STAFF CHEVROLET .2"	1		118	428	549	90	437	529	107	432	539			
"AL"	2004	"ESCAMBIA"	"WALLACE METHODIST CHURCH"	1		10	55	66	9	53	62	11	49	60			
"AL"	2004	"ETOWAH"	"12TH STREET BAPTIST CHURCH"	4		216	56	272	204	67	271	205	64	270			
"AL"	2004	"ETOWAH"	"ABSENTEE VOTERS"	4		478	852	1339	426	880	1308	413	886	1301			
"AL"	2004	"ETOWAH"	"ALABAMA TECH COLLEGE"	4		415	269	690	375	310	685	382	300	682			
"AL"	2004	"ETOWAH"	"ALTOONA CITY HALL"	4		93	226	319	81	233	314	85	229	314			
"AL"	2004	"ETOWAH"	"ATTALLA CITY HALL"	4		173	139	317	149	157	308	156	152	309			
"AL"	2004	"ETOWAH"	"ATTALLA FIRE DEPARTMENT"	4		284	99	385	265	116	381	264	115	380			
"AL"	2004	"ETOWAH"	"ATTALLA FIRE DEPARTMENT NO_3"	4		202	403	609	191	407	600	200	394	595			
"AL"	2004	"ETOWAH"	"AURORA BAPTIST CHURCH"	4		46	173	220	34	177	212	48	164	213			
"AL"	2004	"ETOWAH"	"BLACK CREEK VOLUNTEER FIRE"	4		66	198	265	56	202	259	54	205	259			
"AL"	2004	"ETOWAH"	"CARNES RECREATION CENTER"	4		304	714	1027	256	751	1011	256	750	1007			
"AL"	2004	"ETOWAH"	"CARVER COMMUNITY CENTER .1"	4		644	33	678	627	48	675	627	45	673			
"AL"	2004	"ETOWAH"	"CARVER COMMUNITY CENTER .2"	4		524	31	558	503	49	553	502	49	552			
"AL"	2004	"ETOWAH"	"CAVE SPRINGS COMMUNITY HOUSE"	4		48	213	263	46	215	262	45	214	259			
"AL"	2004	"ETOWAH"	"CLEAR CREEK METHODIST CHURCH"	4		43	114	160	35	121	158	42	116	159			
"AL"	2004	"ETOWAH"	"COATES BEND FIRE DEPARTMENT"	4		235	364	603	204	383	588	204	384	589			
"AL"	2004	"ETOWAH"	"COLLEGE HEIGHTS BAPTIST CHURCH"	4		863	363	1236	816	409	1228	821	406	1229			
"AL"	2004	"ETOWAH"	"CORY SCHOOL - NEW GYM"	4		707	129	841	655	175	830	661	170	831			
"AL"	2004	"ETOWAH"	"DISTRICT NO_3 MAINTENANCE SHOP"	4		175	497	677	161	507	669	232	440	673			
"AL"	2004	"ETOWAH"	"DUCK SPRINGS SCHOOL"	4		80	272	357	77	276	353	98	255	353			
"AL"	2004	"ETOWAH"	"EAST GADSDEN REC CENTER"	4		433	295	733	392	333	726	385	336	724			
"AL"	2004	"ETOWAH"	"EGYPT VOLUNTEER FIRE DEPT_"	4		92	221	314	75	233	311	78	226	306			
"AL"	2004	"ETOWAH"	"ELLIOTT COMMUNITY CENTER .1"	4		252	347	602	212	378	590	212	373	586			
"AL"	2004	"ETOWAH"	"ELLIOTT COMMUNITY CENTER .2"	4		294	375	673	264	402	668	277	387	667			
"AL"	2004	"ETOWAH"	"ETOWAH MIDDLE SCHOOL"	4		216	367	593	189	393	582	188	391	580			
