state	year	county	cd	precinct	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv
"VA"	2010	"Virginia Beach City"	2	"086 - HAYGOOD"	533	826	1408
"VA"	2010	"Virginia Beach City"	2	"087 - HILLCREST"	451	625	1109
"VA"	2010	"Virginia Beach City"	2	"088 - NORTH LANDING"	326	590	940
"VA"	2010	"Virginia Beach City"	2	"089 - LAKE CHRISTOPHER"	509	765	1331
"VA"	2010	"Virginia Beach City"	2	"090 - LAKE JOYCE"	301	484	835
"VA"	2010	"Virginia Beach City"	2	"091 - LEXINGTON"	478	428	950
"VA"	2010	"Virginia Beach City"	2	"092 - LITTLE NECK"	336	660	1078
"VA"	2010	"Virginia Beach City"	2	"093 - NEWTOWN"	471	70	549
"VA"	2010	"Virginia Beach City"	2	"094 - PINEWOOD"	235	372	653
"VA"	2010	"Warren County"	10	"101 - FORK TOWN"	142	350	503
"VA"	2010	"Warren County"	10	"102 - OTTERBURN"	127	465	608
"VA"	2010	"Warren County"	10	"103 - WATERLICK"	100	342	459
"VA"	2010	"Warren County"	10	"201 - HAPPY CREEK"	274	856	1162
"VA"	2010	"Warren County"	10	"202 - LINDEN"	232	546	804
"VA"	2010	"Warren County"	10	"301 - NORTH RIVER"	187	264	460
"VA"	2010	"Warren County"	10	"302 - RIVERTON"	152	489	660
"VA"	2010	"Warren County"	10	"303 - RELIANCE"	68	198	279
"VA"	2010	"Warren County"	10	"401 - EAST SHENANDOAH"	223	747	1000
"VA"	2010	"Warren County"	10	"402 - TOWN - WEST SHENANDOAH"	144	481	645
"VA"	2010	"Warren County"	10	"501 - SOUTH RIVER"	204	394	614
"VA"	2010	"Warren County"	10	"502 - BENTONVILLE"	67	238	315
"VA"	2010	"Warren County"	10	"504 - BROWNTOWN"	83	220	314
"VA"	2010	"Washington County"	9	"101 - EAST ABINGDON"	771	803	1610
"VA"	2010	"Washington County"	9	"102 - WEST ABINGDON"	578	486	1096
"VA"	2010	"Washington County"	9	"201 - CLINCHBURG"	177	248	438
"VA"	2010	"Washington County"	9	"202 - GREENDALE"	608	855	1508
"VA"	2010	"Washington County"	9	"203 - HAYTERS GAP"	123	167	302
"VA"	2010	"Washington County"	9	"301 - WATAUGA"	664	866	1571
"VA"	2010	"Washington County"	9	"302 - SOUTH ABINGDON"	622	692	1350
"VA"	2010	"Washington County"	9	"401 - GLADE SPRING"	460	567	1049
"VA"	2010	"Washington County"	9	"402 - MEADOWVIEW"	550	684	1268
"VA"	2010	"Washington County"	9	"501 - RHEA VALLEY"	544	867	1482
"VA"	2010	"Washington County"	9	"502 - DAMASCUS"	361	375	770
"VA"	2010	"Washington County"	9	"504 - GREEN COVE"	45	73	126
"VA"	2010	"Washington County"	9	"601 - BURSON PLACE"	288	691	1000
"VA"	2010	"Washington County"	9	"602 - MENDOTA"	100	136	266
"VA"	2010	"Washington County"	9	"603 - VALLEY INSTITUTE"	308	593	919
"VA"	2010	"Washington County"	9	"701 - HIGH POINT"	304	618	943
"VA"	2010	"Washington County"	9	"702 - WALLACE"	240	299	553
"VA"	2010	"Washington County"	9	"703 - JOHN BATTLE"	419	667	1110
"VA"	2010	"Waynesboro City"	6	"001 - WARD A"		351	517
"VA"	2010	"Waynesboro City"	6	"002 - WARD B"		918	1222
"VA"	2010	"Waynesboro City"	6	"003 - WARD C"		537	778
"VA"	2010	"Waynesboro City"	6	"004 - WARD D"		1281	1611
"VA"	2010	"Westmoreland County"	1	"101 - PRECINCT 1-1"	308	264	575
"VA"	2010	"Westmoreland County"	1	"102 - PRECINCT 1-2"	74	157	234
"VA"	2010	"Westmoreland County"	1	"201 - PRECINCT 2-1"	402	553	967
"VA"	2010	"Westmoreland County"	1	"301 - PRECINCT 3-1"	291	599	900
"VA"	2010	"Westmoreland County"	1	"401 - PRECINCT 4-1"	198	640	843
"VA"	2010	"Westmoreland County"	1	"501 - PRECINCT 5-1"	257	493	762
"VA"	2010	"Williamsburg City"	1	"001 - STRYKER"	1203	792	2065
"VA"	2010	"Williamsburg City"	1	"002 - BERKELEY"	539	710	1267
"VA"	2010	"Winchester City"	10	"101 - MERRIMANS"	416	865	1311
"VA"	2010	"Winchester City"	10	"102 - OLD TOWN"	275	548	852
"VA"	2010	"Winchester City"	10	"201 - VIRGINIA AVENUE"	332	307	660
"VA"	2010	"Winchester City"	10	"301 - WAR MEMORIAL"	239	439	706
"VA"	2010	"Winchester City"	10	"401 - FREDERICK DOUGLASS"	381	871	1291
"VA"	2010	"Wise County"	9	"101 - APPALACHIA"	376	214	599
"VA"	2010	"Wise County"	9	"102 - DORCHESTER"	189	175	371
"VA"	2010	"Wise County"	9	"103 - GUEST RIVER VOTING PLACE"	214	180	405
"VA"	2010	"Wise County"	9	"104 - WEST POUND"	509	428	955
"VA"	2010	"Wise County"	9	"201 - NORTH COEBURN"	217	247	476
"VA"	2010	"Wise County"	9	"202 - WISE"	668	806	1495
"VA"	2010	"Wise County"	9	"203 - EAST POUND"	212	253	472
"VA"	2010	"Wise County"	9	"301 - BIG STONE GAP"	639	545	1197
"VA"	2010	"Wise County"	9	"302 - EAST STONE GAP"	565	688	1272
"VA"	2010	"Wise County"	9	"401 - CLINCH VALLEY"	396	597	1003
"VA"	2010	"Wise County"	9	"402 - SOUTH COEBURN"	424	566	1011
"VA"	2010	"Wise County"	9	"403 - ST PAUL"	259	144	407
"VA"	2010	"Wythe County"	9	"101 - ROYAL OAK"	120	226	354
"VA"	2010	"Wythe County"	9	"102 - RURAL RETREAT"	481	610	1125
"VA"	2010	"Wythe County"	9	"203 - WEST WYTHEVILLE"	665	687	1375
"VA"	2010	"Wythe County"	9	"303 - EAST WYTHEVILLE"	803	738	1578
"VA"	2010	"Wythe County"	9	"401 - FORT CHISWELL"	271	419	707
"VA"	2010	"Wythe County"	9	"402 - MAX MEADOWS"	267	392	682
"VA"	2010	"Wythe County"	9	"501 - JACKSON MEMORIAL"	232	295	545
"VA"	2010	"Wythe County"	9	"502 - SHEFFEY"	348	475	849
"VA"	2010	"Wythe County"	9	"601 - HUDDLE"	142	179	333
"VA"	2010	"Wythe County"	9	"602 - ZION"	251	286	563
"VA"	2010	"Wythe County"	9	"603 - EVERGREEN"	167	247	424
"VA"	2010	"York County"	1	"101 - QUEENS LAKE"	473	745	1228
"VA"	2010	"York County"	1	"102 - YORKTOWN"	185	582	786
"VA"	2010	"York County"	1	"103 - WALLER MILL"	372	813	1206
"VA"	2010	"York County"	1	"104 - MAGRUDER"	740	620	1381
"VA"	2010	"York County"	1	"203 - COVENTRY"	521	1261	1815
"VA"	2010	"York County"	1	"204 - KILN CREEK"	257	699	965
"VA"	2010	"York County"	1	"301 - SEAFORD"	221	1150	1399
"VA"	2010	"York County"	1	"302 - HARRIS GROVE"	362	1167	1547
"VA"	2010	"York County"	1	"303 - EDGEHILL"	515	797	1332
"VA"	2010	"York County"	1	"401 - HARWOODS MILL"	401	1510	1936
"VA"	2010	"York County"	1	"402 - DARE"	420	1738	2183
"VA"	2010	"York County"	1	"501 - TABB"	320	1067	1402
"VA"	2010	"York County"	1	"502 - BETHEL"	615	1456	2099
