state	year	town	ward	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv	g2006_AUD_dv	g2006_AUD_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_SOS_dv	g2006_SOS_tv	g2006_TRE_dv	g2006_TRE_tv	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv
"MA"	2006	"Longmeadow"		"A"	2	1202		1234	1008	471	1481	1064	1304	871	613	1565	1103	1362	1121	1325	968	539	1513
"MA"	2006	"Longmeadow"		"B"	2	1079		1103	915	419	1339	970	1173	775	544	1415	1008	1228	1020	1210	876	489	1373
"MA"	2006	"Longmeadow"		"C"	2	997		1008	803	458	1261	879	1116	700	563	1343	928	1148	926	1137	787	519	1310
"MA"	2006	"Longmeadow"		"D"	2	1147		1165	921	542	1463	1092	1297	732	693	1533	1096	1338	1120	1316	893	603	1498
"MA"	2006	"Longmeadow"		"E"	2	1089		1106	902	451	1358	1018	1191	769	602	1443	1008	1236	1051	1210	885	503	1391
"MA"	2006	"Lowell"	"1"	"1"	5	432		436	424	92	516	404	481	332	142	538	443	498	411	483	427	95	522
"MA"	2006	"Lowell"	"1"	"2"	5	1152		1172	1224	328	1553	1204	1398	771	650	1578	1269	1450	1264	1432	1061	455	1519
"MA"	2006	"Lowell"	"1"	"3"	5	974		1004	1019	267	1286	951	1132	678	505	1318	1022	1208	995	1169	891	361	1256
"MA"	2006	"Lowell"	"10"	"1"	5	540		551	514	127	641	471	600	384	205	664	523	608	504	603	481	160	643
"MA"	2006	"Lowell"	"10"	"2"	5	325		330	307	65	372	292	361	235	94	377	311	365	304	369	308	64	373
"MA"	2006	"Lowell"	"10"	"3"	5	200		200	181	37	218	158	201	165	58	237	175	208	174	207	197	37	234
"MA"	2006	"Lowell"	"11"	"1"	5	391		397	369	107	476	355	439	272	169	489	392	443	383	440	336	136	473
"MA"	2006	"Lowell"	"11"	"2"	5	580		599	587	166	753	553	692	364	316	777	611	715	588	711	500	256	756
"MA"	2006	"Lowell"	"11"	"3"	5	632		655	609	193	804	582	738	436	299	822	638	759	617	748	570	218	792
"MA"	2006	"Lowell"	"2"	"1"	5	150		152	138	27	165	132	157	112	48	176	133	159	126	157	139	27	168
"MA"	2006	"Lowell"	"2"	"2"	5	311		312	297	43	340	280	329	325	64	410	304	333	279	331	316	42	359
"MA"	2006	"Lowell"	"2"	"3"	5	589		596	554	112	667	485	622	471	188	721	504	642	497	633	542	153	695
"MA"	2006	"Lowell"	"3"	"1"	5	444		449	421	111	532	411	503	320	182	555	450	516	434	511	401	135	536
"MA"	2006	"Lowell"	"3"	"2"	5	301		307	281	76	357	265	335	218	117	379	278	336	276	336	277	81	358
"MA"	2006	"Lowell"	"3"	"3"	5	401		409	378	79	460	352	432	312	131	490	380	440	356	433	371	97	469
"MA"	2006	"Lowell"	"4"	"1"	5	501		511	478	138	616	444	577	348	204	634	496	584	488	589	442	168	612
"MA"	2006	"Lowell"	"4"	"2"	5	260		262	240	48	288	206	278	203	81	312	244	285	238	279	239	62	301
"MA"	2006	"Lowell"	"4"	"3"	5	340		346	312	80	393	294	361	270	101	403	331	370	318	370	318	78	398
"MA"	2006	"Lowell"	"5"	"1"	5	480		487	450	139	589	417	543	278	254	595	465	560	458	548	380	209	593
"MA"	2006	"Lowell"	"5"	"2"	5	347		350	342	79	421	310	390	237	139	430	352	405	328	396	323	104	428
"MA"	2006	"Lowell"	"5"	"3"	5	566		573	536	148	684	492	633	337	279	689	552	639	541	634	465	208	673
"MA"	2006	"Lowell"	"6"	"1"	5	733		749	722	216	939	674	875	482	376	962	768	903	736	878	657	277	936
"MA"	2006	"Lowell"	"6"	"2"	5	718		738	701	195	898	679	840	443	388	927	751	866	707	848	615	287	904
"MA"	2006	"Lowell"	"6"	"3"	5	783		808	737	209	946	718	886	537	322	965	769	902	752	895	685	255	941
"MA"	2006	"Lowell"	"7"	"1"	5	344		353	316	75	392	296	371	247	117	408	316	378	323	376	304	91	395
"MA"	2006	"Lowell"	"7"	"2"	5	242		249	220	49	270	215	259	211	61	289	235	267	226	261	233	47	281
"MA"	2006	"Lowell"	"7"	"3"	5	172		178	155	39	195	149	180	129	57	213	157	186	151	182	155	51	207
"MA"	2006	"Lowell"	"8"	"1"	5	437		448	425	100	526	401	487	319	170	540	441	498	422	496	396	131	528
"MA"	2006	"Lowell"	"8"	"2"	5	499		513	500	127	627	477	575	333	244	650	530	601	509	590	459	165	625
"MA"	2006	"Lowell"	"8"	"3"	5	994		1024	1027	267	1295	988	1188	706	490	1341	1072	1248	1048	1220	944	349	1295
"MA"	2006	"Lowell"	"9"	"1"	5	489		509	476	125	602	437	557	332	213	612	479	572	471	563	432	163	598
"MA"	2006	"Lowell"	"9"	"2"	5	701		725	719	166	888	648	826	467	318	900	712	849	695	839	604	267	876
"MA"	2006	"Lowell"	"9"	"3"	5	526		544	518	122	642	500	609	352	235	661	536	620	519	604	455	187	644
"MA"	2006	"Ludlow"		"1"	2	970		976	812	299	1111	827	1047	652	377	1159	914	1066	903	1058	786	358	1146
"MA"	2006	"Ludlow"		"2"	2	744		756	626	247	873	647	807	539	320	927	714	815	705	813	624	287	912
"MA"	2006	"Ludlow"		"3"	2	1111		1134	912	459	1372	976	1260	666	667	1456	1075	1285	1089	1280	838	585	1427
"MA"	2006	"Ludlow"		"4"	2	959		966	867	267	1134	888	1071	680	415	1186	957	1082	942	1070	829	349	1178
"MA"	2006	"Ludlow"		"5"	2	521		531	449	198	647	459	590	338	258	671	512	600	499	593	406	252	659
"MA"	2006	"Ludlow"		"6"	2	1138		1157	957	423	1381	1051	1297	732	600	1459	1125	1317	1100	1295	912	506	1422
"MA"	2006	"Lunenburg"		"A"	1	714		1047	683	415	1098	734	975	510	541	1149	806	1009	806	991	644	485	1129
"MA"	2006	"Lunenburg"		"B"	1	656		927	647	295	942	653	884	485	399	978	715	898	705	893	605	354	959
"MA"	2006	"Lunenburg"		"C"	1	689		1018	674	404	1078	688	958	511	496	1124	769	986	779	986	621	482	1103
"MA"	2006	"Lunenburg"		"D"	1	661		948	632	368	1000	636	884	496	433	1039	699	908	706	900	588	420	1008
"MA"	2006	"Lynn"	"1"	"1"	6	1224	349	1574	1208	379	1587	1173	1445	808	653	1663	1336	1492	1327	1491	1119	467	1592
"MA"	2006	"Lynn"	"1"	"2"	6	1094	294	1389	1029	355	1387	1015	1276	705	548	1449	1105	1306	1104	1300	1001	403	1407
"MA"	2006	"Lynn"	"1"	"3"	6	879	234	1115	861	248	1110	797	1033	606	395	1154	899	1044	893	1042	825	299	1126
"MA"	2006	"Lynn"	"1"	"4"	6	825	204	1031	793	227	1024	738	954	567	345	1053	839	979	826	974	767	263	1035
"MA"	2006	"Lynn"	"2"	"1"	6	1117	255	1375	1080	297	1380	1067	1287	748	489	1435	1153	1315	1156	1302	1019	354	1377
"MA"	2006	"Lynn"	"2"	"2"	6	630	121	751	598	148	746	560	698	480	194	772	626	712	636	716	601	149	750
"MA"	2006	"Lynn"	"2"	"3"	6	373	51	425	348	67	415	319	402	316	83	448	350	410	347	410	367	65	432
"MA"	2006	"Lynn"	"2"	"4"	6	365	85	450	364	85	450	346	430	301	125	468	389	435	383	431	364	93	457
"MA"	2006	"Lynn"	"3"	"1"	6	712	157	869	657	210	867	667	812	522	288	900	739	832	727	824	655	214	873
"MA"	2006	"Lynn"	"3"	"2"	6	441	103	544	423	121	544	401	520	365	149	564	458	526	452	516	429	130	560
"MA"	2006	"Lynn"	"3"	"3"	6	551	117	669	528	130	659	501	631	445	172	687	529	638	539	643	531	137	669
"MA"	2006	"Lynn"	"3"	"4"	6	544	113	659	520	137	658	493	613	441	181	680	534	640	531	628	522	145	670
"MA"	2006	"Lynn"	"4"	"1"	6	252	29	281	232	37	269	213	268	219	51	293	241	273	236	272	254	33	287
"MA"	2006	"Lynn"	"4"	"2"	6	279	45	324	248	61	309	239	294	247	77	349	265	298	264	299	274	51	326
"MA"	2006	"Lynn"	"4"	"3"	6	424	75	499	403	86	491	363	462	377	103	527	404	476	401	471	412	86	499
"MA"	2006	"Lynn"	"4"	"4"	6	573	119	693	550	141	691	517	656	468	182	729	538	675	549	664	566	144	713
"MA"	2006	"Lynn"	"5"	"1"	6	532	96	629	500	128	629	476	585	383	192	651	549	608	532	599	492	131	626
"MA"	2006	"Lynn"	"5"	"2"	6	277	32	309	266	39	305	248	293	233	54	324	280	302	268	301	274	40	314
"MA"	2006	"Lynn"	"5"	"3"	6	251	36	287	247	36	283	226	270	224	48	300	245	269	245	276	251	42	293
"MA"	2006	"Lynn"	"5"	"4"	6	741	114	855	719	135	854	695	815	644	180	908	735	831	714	820	747	127	876
"MA"	2006	"Lynn"	"6"	"1"	6	454	68	522	412	103	516	383	491	353	117	540	434	501	422	495	426	94	520
"MA"	2006	"Lynn"	"6"	"2"	6	253	36	289	236	52	289	223	274	213	62	301	251	278	246	281	247	48	295
"MA"	2006	"Lynn"	"6"	"3"	6	297	23	320	270	35	305	255	296	281	29	326	278	297	273	298	285	33	319
"MA"	2006	"Lynn"	"6"	"4"	6	406	105	512	411	92	503	393	491	345	149	538	425	497	426	491	421	100	521
"MA"	2006	"Lynn"	"7"	"1"	6	857	175	1032	818	201	1020	791	975	640	300	1059	858	986	874	992	807	216	1025
"MA"	2006	"Lynn"	"7"	"2"	6	804	138	944	775	154	931	714	886	601	280	981	805	900	790	893	746	200	948
"MA"	2006	"Lynn"	"7"	"3"	6	530	103	633	513	124	639	480	601	373	191	659	548	610	538	611	493	149	643
"MA"	2006	"Lynn"	"7"	"4"	6	550	128	680	524	151	676	506	639	404	212	704	559	650	559	657	519	169	690
"MA"	2006	"Lynnfield"		"1"	6	767	561	1329	805	527	1333	977	1379	481	783	1381	988	1213	999	1190	738	606	1348
"MA"	2006	"Lynnfield"		"2"	6	821	451	1272	795	500	1295	956	1173	495	723	1337	961	1183	942	1167	724	569	1297
"MA"	2006	"Lynnfield"		"3"	6	728	391	1119	723	403	1127	833	1020	485	600	1172	873	1038	857	1020	679	456	1136
"MA"	2006	"Lynnfield"		"4"	6	799	567	1366	780	594	1374	963	1205	507	813	1423	977	1234	990	1215	736	652	1391
"MA"	2006	"Malden"	"1"	"1"	7	556		567	528	118	646	511	600	413	195	673	541	619	511	605	520	136	658
"MA"	2006	"Malden"	"1"	"2"	7	602		619	582	148	730	544	680	425	245	752	588	697	554	683	551	183	736
"MA"	2006	"Malden"	"2"	"1"	7	698		706	655	146	801	629	756	532	218	833	669	766	630	758	671	142	813
"MA"	2006	"Malden"	"2"	"2"	7	760		770	731	217	948	737	875	490	365	969	789	882	740	875	709	226	936
"MA"	2006	"Malden"	"3"	"1"	7	799		813	757	188	948	717	873	607	276	977	718	894	718	885	751	207	960
"MA"	2006	"Malden"	"3"	"2"	7	988		1003	963	285	1249	949	1132	728	415	1274	963	1160	933	1130	901	329	1233
"MA"	2006	"Malden"	"4"	"1"	7	501		513	485	128	614	450	565	358	205	627	475	577	466	569	478	141	620
"MA"	2006	"Malden"	"4"	"2"	7	512		519	491	100	592	440	551	401	161	623	480	569	451	558	491	110	603
"MA"	2006	"Malden"	"5"	"1"	7	708		724	659	160	822	619	777	539	235	846	653	786	631	774	653	176	832
"MA"	2006	"Malden"	"5"	"2"	7	985		995	949	269	1218	896	1116	720	395	1249	948	1135	914	1115	888	329	1218
"MA"	2006	"Malden"	"6"	"1"	7	974		993	916	253	1170	879	1075	658	403	1176	956	1103	905	1093	870	284	1157
"MA"	2006	"Malden"	"6"	"2"	7	783		793	727	179	907	707	851	597	247	953	756	875	723	864	747	184	932
"MA"	2006	"Malden"	"7"	"1"	7	484		491	454	114	569	427	529	376	157	590	458	536	455	532	464	111	576
"MA"	2006	"Malden"	"7"	"2"	7	619		631	563	159	724	554	678	471	205	748	609	689	573	678	573	156	731
"MA"	2006	"Malden"	"8"	"1"	7	734		743	718	201	921	697	850	474	361	948	728	857	710	855	691	228	921
"MA"	2006	"Malden"	"8"	"2"	7	581		592	556	168	724	539	657	418	240	740	578	665	555	653	537	181	719
"MA"	2006	"Manchester-by-the-Sea"		"1"	6	1413	1201	2615	1620	958	2578	1788	2165	1315	1184	2680	1831	2264	1911	2262	1588	1030	2620
"MA"	2006	"Mansfield"		"1"	4	1106		1106	953	528	1481	1052	1332	678	735	1549	1144	1376	1156	1362	924	588	1512
"MA"	2006	"Mansfield"		"2"	4	1094		1094	1017	448	1465	1037	1314	689	687	1514	1120	1368	1117	1347	929	546	1475
"MA"	2006	"Mansfield"		"3"	4	1018		1018	922	457	1379	1006	1233	623	692	1441	1095	1289	1087	1276	862	551	1413
"MA"	2006	"Mansfield"		"4"	4	958		958	865	390	1255	934	1123	596	593	1298	987	1175	1000	1165	803	474	1277
"MA"	2006	"Mansfield"		"5"	4	877		877	800	330	1130	799	1028	557	482	1161	872	1044	878	1050	758	389	1147
"MA"	2006	"Mansfield"		"6"	4	961		961	857	337	1194	903	1119	623	501	1246	961	1148	970	1139	838	391	1229
"MA"	2006	"Marblehead"		"1"	6	957	461	1419	958	447	1406	1014	1216	801	590	1467	998	1288	1046	1252	926	498	1427
"MA"	2006	"Marblehead"		"2"	6	856	364	1220	840	355	1196	875	1056	698	469	1256	870	1114	909	1090	839	384	1225
"MA"	2006	"Marblehead"		"3"	6	860	338	1199	835	347	1183	843	1025	685	463	1226	838	1080	860	1054	822	372	1198
"MA"	2006	"Marblehead"		"4"	6	911	556	1467	948	491	1439	1033	1222	732	704	1515	1013	1292	1054	1250	896	574	1471
"MA"	2006	"Marblehead"		"5"	6	1062	343	1406	1025	351	1378	1051	1249	798	541	1441	1031	1298	1083	1273	1000	403	1405
"MA"	2006	"Marblehead"		"6"	6	995	479	1475	990	458	1449	1048	1250	795	622	1514	1039	1320	1090	1285	959	513	1473
"MA"	2006	"Marblehead"		"7"	6	870	481	1351	880	457	1337	928	1161	656	643	1403	959	1209	987	1189	828	527	1359
"MA"	2006	"Marion"		"1"	4	1801		1861	1545	804	2350	1606	2043	1234	981	2439	1701	2137	1698	2108	1470	934	2406
"MA"	2006	"Marlborough"	"1"	"1"	3	682		691	627	254	882	641	799	452	351	919	657	815	642	798	584	306	892
"MA"	2006	"Marlborough"	"1"	"2"	3	841		861	751	363	1115	809	986	546	519	1157	787	1006	819	987	694	430	1126
"MA"	2006	"Marlborough"	"2"	"1"	3	840		853	759	278	1038	775	959	525	429	1072	798	987	815	978	698	347	1049
"MA"	2006	"Marlborough"	"2"	"2"	3	562		568	489	189	679	505	630	376	263	697	541	650	530	638	457	223	681
"MA"	2006	"Marlborough"	"3"	"1"	3	434		448	399	122	521	395	485	287	186	535	420	498	413	491	376	151	527
"MA"	2006	"Marlborough"	"3"	"2"	3	811		820	734	280	1014	763	929	505	450	1042	775	950	784	934	643	370	1015
"MA"	2006	"Marlborough"	"4"	"1"	3	327		334	315	98	413	304	385	238	138	422	309	384	301	378	281	137	419
"MA"	2006	"Marlborough"	"4"	"2"	3	815		832	749	254	1003	744	920	514	403	1027	800	946	796	935	662	337	1000
"MA"	2006	"Marlborough"	"5"	"1"	3	491		500	443	130	573	422	536	337	185	594	446	551	443	541	422	156	580
"MA"	2006	"Marlborough"	"5"	"2"	3	759		775	687	256	943	675	864	503	392	974	704	882	712	878	632	326	960
"MA"	2006	"Marlborough"	"6"	"1"	3	490		496	464	143	607	461	569	317	235	619	491	586	478	578	415	192	607
"MA"	2006	"Marlborough"	"6"	"2"	3	772		790	682	294	978	713	915	458	446	1020	743	927	751	911	633	370	1005
"MA"	2006	"Marlborough"	"7"	"1"	3	597		603	546	186	732	551	690	384	289	754	584	704	565	682	519	213	736
"MA"	2006	"Marlborough"	"7"	"2"	3	640		660	567	267	835	587	753	383	389	854	619	770	637	764	515	327	845
"MA"	2006	"Marshfield"		"1"	10	1048	382	1535	1080	444	1527	1133	1581	699	669	1569	1211	1450	1245	1448	992	545	1539
"MA"	2006	"Marshfield"		"2"	10	1089	432	1609	1111	491	1602	1233	1476	735	752	1653	1306	1529	1343	1511	997	601	1603
"MA"	2006	"Marshfield"		"3"	10	911	282	1285	923	352	1278	979	1188	644	513	1327	1030	1222	1064	1219	872	420	1293
"MA"	2006	"Marshfield"		"4"	10	853	381	1305	860	438	1298	966	1188	601	601	1345	1028	1230	1041	1214	786	518	1309
"MA"	2006	"Marshfield"		"5"	10	962	367	1401	993	393	1389	1035	1282	634	622	1435	1142	1342	1167	1334	887	510	1398
"MA"	2006	"Marshfield"		"6"	10	1118	542	1735	1142	586	1728	1286	1567	800	819	1788	1370	1631	1408	1619	1028	705	1736
"MA"	2006	"Marshfield"		"7"	10	956	500	1545	950	569	1520	1107	1367	654	794	1583	1161	1414	1201	1401	875	672	1550
"MA"	2006	"Mashpee"		"1"	10	838	445	1375	912	457	1369	987	1256	689	590	1407	1042	1281	1052	1276	849	534	1383
"MA"	2006	"Mashpee"		"2"	10	716	450	1250	798	438	1236	891	1124	550	622	1280	958	1150	939	1133	744	519	1265
"MA"	2006	"Mashpee"		"3"	10	496	281	855	542	299	841	574	764	375	401	878	638	785	625	777	528	343	872
"MA"	2006	"Mashpee"		"4"	10	633	291	989	687	294	981	705	887	503	418	1020	761	904	736	893	650	349	1003
"MA"	2006	"Mashpee"		"5"	10	760	513	1337	820	506	1326	978	1199	547	686	1363	1009	1237	1004	1226	765	573	1338
"MA"	2006	"Mattapoisett"		"1"	4	1277		1277	1102	528	1630	1141	1445	878	650	1638	1167	1496	1176	1464	1035	627	1662
"MA"	2006	"Mattapoisett"		"2"	4	1160		1160	1022	435	1457	1021	1314	782	573	1475	1103	1353	1086	1333	955	536	1491
"MA"	2006	"Maynard"		"1"	5	866		884	789	271	1061	810	987	601	373	1106	814	1015	839	1000	752	339	1093
"MA"	2006	"Maynard"		"2"	5	818		835	764	242	1009	740	917	610	324	1043	750	947	788	932	720	286	1009
"MA"	2006	"Maynard"		"3"	5	963		983	906	283	1190	897	1107	711	393	1221	888	1130	926	1124	839	353	1194
"MA"	2006	"Maynard"		"4"	5	874		893	785	286	1071	766	975	621	365	1101	773	999	775	985	774	311	1087
"MA"	2006	"Medfield"		"1"	9	929	357	1287	923	396	1319	1008	1179	707	563	1369	1007	1221	1042	1198	853	489	1342
"MA"	2006	"Medfield"		"2"	9	917	368	1287	887	423	1311	974	1160	653	593	1353	991	1195	1011	1180	838	485	1326
"MA"	2006	"Medfield"		"3"	9	964	442	1407	948	505	1453	1082	1282	660	733	1499	1105	1348	1145	1312	874	574	1448
"MA"	2006	"Medfield"		"4"	9	844	427	1273	814	488	1302	928	1130	579	673	1353	959	1170	972	1157	738	580	1320
"MA"	2006	"Medford"	"1"	"1"	7	844		858	769	213	982	724	913	563	344	1016	779	928	769	923	748	249	999
"MA"	2006	"Medford"	"1"	"2"	7	906		923	854	225	1081	825	1019	628	363	1103	872	1034	846	1020	817	258	1077
"MA"	2006	"Medford"	"2"	"1"	7	963		987	900	297	1197	915	1118	615	474	1223	945	1144	902	1127	844	347	1197
"MA"	2006	"Medford"	"2"	"2"	7	1159		1187	1080	376	1457	1106	1353	755	554	1474	1144	1359	1116	1347	1021	434	1457
"MA"	2006	"Medford"	"3"	"1"	7	1228		1245	1171	380	1552	1162	1420	826	573	1564	1210	1438	1175	1434	1094	432	1530
"MA"	2006	"Medford"	"3"	"2"	7	1360		1397	1327	440	1770	1327	1622	974	647	1794	1319	1645	1324	1618	1254	484	1743
"MA"	2006	"Medford"	"4"	"1"	7	513		518	491	111	604	433	538	400	160	616	432	565	422	549	477	130	608
"MA"	2006	"Medford"	"4"	"2"	7	963		988	927	261	1192	883	1086	725	379	1232	885	1130	840	1105	905	301	1212
"MA"	2006	"Medford"	"5"	"1"	7	804		809	743	210	953	724	890	595	294	981	748	907	730	893	751	212	965
"MA"	2006	"Medford"	"5"	"2"	7	751		759	696	155	851	654	792	604	197	876	695	807	649	792	142	713	859
"MA"	2006	"Medford"	"6"	"1"	7	1253		1271	1290	190	1481	1085	1329	1124	305	1528	1095	1396	1110	1372	1238	241	1480
"MA"	2006	"Medford"	"6"	"2"	7	1056		1083	1048	285	1335	968	1201	823	421	1382	988	1247	976	1221	1029	310	1341
"MA"	2006	"Medford"	"7"	"1"	7	774		790	720	189	916	725	871	555	280	935	760	870	748	871	715	191	906
"MA"	2006	"Medford"	"7"	"2"	7	869		887	786	294	1081	847	996	609	394	1098	860	1008	841	999	788	280	1071
"MA"	2006	"Medford"	"8"	"1"	7	1192		1214	1092	391	1484	1166	1370	852	521	1517	1133	1368	1094	1348	1082	405	1493
"MA"	2006	"Medford"	"8"	"2"	7	875		881	779	271	1052	810	976	598	353	1080	817	985	802	978	800	252	1054
"MA"	2006	"Medway"		"1"	3	1013		1039	883	481	1366	909	1201	628	648	1400	978	1233	989	1219	810	562	1376
"MA"	2006	"Medway"		"2"	3	888		910	786	342	1129	796	1029	546	506	1172	884	1060	887	1037	714	428	1148
"MA"	2006	"Medway"		"3"	3	948		971	854	371	1225	900	1112	661	515	1280	926	1143	943	1133	804	440	1244
"MA"	2006	"Medway"		"4"	3	972		990	841	470	1312	932	1177	595	598	1340	1012	1205	990	1192	767	546	1315
"MA"	2006	"Melrose"	"1"	"1"	7	661		679	672	213	885	626	766	493	342	918	648	814	667	788	628	264	894
"MA"	2006	"Melrose"	"1"	"2"	7	598		617	587	185	773	550	693	437	272	794	578	720	565	701	546	234	781
"MA"	2006	"Melrose"	"2"	"1"	7	711		725	713	222	935	691	827	496	396	969	725	858	714	841	635	300	938
"MA"	2006	"Melrose"	"2"	"2"	7	659		675	614	243	857	632	772	469	339	885	663	792	648	764	579	288	870
"MA"	2006	"Melrose"	"3"	"1"	7	664		677	630	231	861	626	771	500	301	880	657	798	650	791	599	258	858
"MA"	2006	"Melrose"	"3"	"2"	7	645		651	613	198	811	586	735	467	289	839	635	755	623	743	574	240	816
"MA"	2006	"Melrose"	"4"	"1"	7	566		579	555	186	741	526	663	419	282	759	537	676	543	666	522	214	737
"MA"	2006	"Melrose"	"4"	"2"	7	600		618	591	297	888	611	758	351	474	911	628	782	632	768	519	362	881
"MA"	2006	"Melrose"	"5"	"1"	7	660		672	645	179	826	628	752	461	308	851	664	773	659	768	587	242	830
"MA"	2006	"Melrose"	"5"	"2"	7	598		607	563	183	748	562	690	411	281	764	591	708	563	698	546	205	754
"MA"	2006	"Melrose"	"6"	"1"	7	591		608	534	172	707	529	665	418	252	734	559	684	540	661	533	191	725
"MA"	2006	"Melrose"	"6"	"2"	7	680		688	636	221	858	633	781	462	314	885	674	805	670	792	603	249	855
"MA"	2006	"Melrose"	"7"	"1"	7	559		572	533	184	717	522	662	354	309	736	572	680	560	676	495	223	721
"MA"	2006	"Melrose"	"7"	"2"	7	709		724	705	227	932	648	832	509	358	956	700	860	683	850	628	306	934
"MA"	2006	"Mendon"		"1"	2	1652		1668	1411	856	2267	1539	1976	991	1146	2383	1690	2062	1684	2011	1327	1005	2334
"MA"	2006	"Merrimac"		"1"	6	1743	817	2560	1750	797	2547	1787	2343	1320	1068	2651	1979	2388	1932	2366	1603	996	2603
"MA"	2006	"Methuen"		"1"	5	834		834	794	360	1154	791	1061	552	535	1206	880	1075	867	1076	702	475	1177
"MA"	2006	"Methuen"		"10"	5	804		810	730	363	1093	784	1010	529	533	1147	830	1011	838	1015	659	453	1112
"MA"	2006	"Methuen"		"11"	5	968		978	931	422	1353	930	1222	612	669	1392	1051	1247	1039	1239	802	556	1358
"MA"	2006	"Methuen"		"12"	5	917		918	846	400	1250	881	1138	541	640	1293	944	1139	945	1138	768	492	1261
"MA"	2006	"Methuen"		"2"	5	447		451	396	104	500	402	485	364	130	525	433	494	415	486	409	107	517
"MA"	2006	"Methuen"		"3"	5	848		859	775	370	1145	866	1086	545	532	1169	913	1081	899	1082	712	448	1160
"MA"	2006	"Methuen"		"4"	5	959		967	868	374	1242	907	1168	576	582	1286	980	1183	978	1167	782	472	1254
"MA"	2006	"Methuen"		"5"	5	749		749	687	258	945	672	863	510	398	994	769	886	755	883	634	318	952
"MA"	2006	"Methuen"		"6"	5	824		824	779	314	1093	794	1036	512	514	1131	898	1050	893	1044	708	408	1116
"MA"	2006	"Methuen"		"7"	5	947		947	848	366	1214	913	1131	600	537	1246	973	1149	977	1139	765	450	1215
"MA"	2006	"Methuen"		"8"	5	949		963	885	485	1370	963	1246	575	726	1442	1065	1282	1039	1254	772	621	1395
"MA"	2006	"Methuen"		"9"	5	945		960	843	478	1322	937	1198	550	709	1375	1014	1216	1016	1209	757	574	1332
"MA"	2006	"Middleborough"		"1"	4	1435		1440	1292	680	1972	1376	1788	818	932	2030	1494	1824	1490	1814	1139	850	1989
"MA"	2006	"Middleborough"		"2"	4	742		747	620	319	939	653	871	440	397	973	745	893	748	882	598	363	961
"MA"	2006	"Middleborough"		"3"	4	882		901	766	437	1203	777	1092	516	554	1256	872	1124	884	1124	704	527	1233
"MA"	2006	"Middleborough"		"4"	4	617		624	546	270	816	540	749	392	324	844	603	771	605	767	513	307	821
"MA"	2006	"Middleborough"		"5"	4	973		988	835	498	1334	883	1210	588	614	1378	984	1230	979	1227	787	562	1350
"MA"	2006	"Middleborough"		"6"	4	771		792	650	394	1047	692	967	438	483	1083	775	970	776	972	611	449	1061
"MA"	2006	"Middlefield"		"1"	1	151		207	143	66	209	136	192	133	72	215	140	196	133	193	135	77	212
"MA"	2006	"Middleton"		"1"	6	1143	713	1856	1177	687	1864	1311	1676	761	969	1960	1417	1714	1431	1705	1076	789	1867
"MA"	2006	"Middleton"		"2"	6	931	509	1440	934	515	1449	1026	1341	619	719	1499	1097	1346	1108	1336	884	583	1469
"MA"	2006	"Milford"		"1"	2	732		732	617	293	910	697	844	483	369	947	712	852	714	847	646	276	922
"MA"	2006	"Milford"		"2"	2	1010		1010	860	379	1239	962	1144	644	526	1290	998	1164	972	1132	887	371	1258
"MA"	2006	"Milford"		"3"	2	784		795	681	313	994	749	923	549	412	1049	783	926	771	914	716	311	1027
"MA"	2006	"Milford"		"4"	2	818		830	703	329	1035	789	945	609	362	1084	814	963	795	948	766	277	1045
"MA"	2006	"Milford"		"5"	2	1172		1191	994	481	1477	1124	1347	777	634	1545	1119	1372	1146	1356	1010	480	1495
"MA"	2006	"Milford"		"6"	2	1047		1063	900	393	1294	999	1188	680	538	1365	1029	1204	1017	1194	924	396	1323
"MA"	2006	"Milford"		"7"	2	1122		1149	958	511	1470	1036	1309	714	645	1515	1078	1354	1100	1341	905	562	1467
"MA"	2006	"Millbury"		"1"	2	784		794	701	296	998	698	914	587	324	1028	776	945	762	933	675	325	1000
"MA"	2006	"Millbury"		"2"	2	1084		1089	916	484	1400	1001	1279	747	552	1442	1092	1310	1069	1298	870	536	1408
"MA"	2006	"Millbury"		"3"	2	790		790	643	354	997	692	909	514	409	1030	756	937	743	930	605	404	1009
"MA"	2006	"Millbury"		"4"	2	864		868	755	292	1047	751	971	610	354	1082	841	993	810	986	711	349	1060
"MA"	2006	"Millis"		"1"	4	762		783	710	326	1036	770	944	497	451	1066	797	967	799	956	660	377	1038
"MA"	2006	"Millis"		"2"	4	838		880	774	369	1144	833	1039	577	504	1182	891	1071	887	1069	727	423	1153
"MA"	2006	"Millis"		"3"	4	920		920	866	378	1244	879	1120	617	541	1291	985	1163	965	1141	802	455	1257
"MA"	2006	"Millville"		"1"	2	662		664	615	307	922	648	854	429	426	972	711	870	717	870	588	359	947
"MA"	2006	"Milton"		"1"	9	721	103	832	753	111	867	685	802	712	149	911	700	836	743	828	771	117	889
"MA"	2006	"Milton"		"10"	9	957	263	1228	957	308	1266	968	1124	713	531	1336	980	1166	1035	1184	854	426	1282
